Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	131.99388888888888	0.0	0.0	0.0
1	131.89805555555554	0.0	0.0	0.0
2	131.81194444444444	0.0	0.0	0.0
3	131.65666666666667	0.0	0.0	0.0
4	131.61638888888888	0.0	0.0	0.0
5	131.55083333333334	0.0	0.0	0.0
6	131.57555555555555	0.0	0.0	0.0
7	131.51	0.0	0.0	0.0
8	131.50666666666666	0.0	0.0	0.0
9	131.43416666666667	0.0	0.0	0.0
10	131.45111111111112	0.0	0.0	0.0
11	131.43166666666667	0.0	0.0	0.0
12	131.40555555555557	0.0	0.0	0.0
13	131.3936111111111	0.0	0.0	0.0
14	131.37472222222223	0.0	0.0	0.0
15	131.42527777777778	0.0	0.0	0.0
16	131.39333333333335	0.0	0.0	0.0
17	131.39444444444445	0.0	0.0	0.0
18	131.3875	0.0	0.0	0.0
19	131.41083333333333	0.0	0.0	0.0
20	131.46083333333334	0.0	0.0	0.0
