ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.40919314058834	132.40919314058834	132.40919314058834	132.40919314058834
1	132.4110840205821	132.40964335607325	132.4107086953952	132.41177403471715
2	132.4129626770872	132.41001227565167	132.41168791533798	132.41332229912598
3	132.41597694968257	132.41126555991247	132.4139545746616	132.41657924647996
4	132.41646940480987	132.41087230906564	132.41438362948236	132.4176710900158
5	132.4179223374148	132.41071804693712	132.41488190952552	132.4185658415538
6	132.4172421802115	132.40965024342373	132.4142535413052	132.41836565909438
7	132.41891404551032	132.4100855029947	132.41515666417192	132.41958646939955
8	132.41883015526972	132.4091244941211	132.41514992020635	132.420224882801
9	132.42028906401939	132.40895817412886	132.4156722724917	132.42141969343268
10	132.41981569342897	132.40755293100906	132.41511722575362	132.42159986867895
11	132.42062219110792	132.40699850011904	132.41507083647366	132.42185832935405
12	132.42121551757296	132.40634812717866	132.4151589209689	132.42234097294585
13	132.421263036021	132.4061250215511	132.41495984066674	132.4223073542169
14	132.42182339153595	132.40585222376282	132.4152919065823	132.42306212399873
15	132.4207270080822	132.4047141889562	132.41442138480483	132.4223410368076
16	132.42118145205768	132.40429898309188	132.41455430866307	132.42277845392525
17	132.42146386948897	132.40385473779446	132.41426615563051	132.42268460787307
18	132.42121405520405	132.40365115694956	132.41421078523214	132.42282091109328
19	132.4207871106041	132.40294815175525	132.41376085851675	132.42255973961602
20	132.42007792382873	132.4020042724227	132.41348329967147	132.42272872096402
