Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:22:16	07:22:16	07:22:16			07:22:16	07:22:16	07:22:17	07:22:17	07:22:17	07:22:17	07:22:17	07:22:25	07:22:25	07:22:25	07:22:25	07:22:25	07:22:25			07:22:27	07:22:27		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:27	07:22:34	07:22:34	07:22:34	07:22:34	07:22:34	07:22:34			07:22:35	07:22:35		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
2	07:22:36	07:22:36	07:22:36	07:22:36	07:22:36	07:22:36			07:22:36	07:22:36	07:22:36	07:22:36	07:22:42	07:22:42	07:22:42	07:22:42	07:22:42	07:22:42			07:22:43	07:22:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:22:43	07:22:43	07:22:43	07:22:43	07:22:43	07:22:43			07:22:43	07:22:43	07:22:43	07:22:43	07:22:50	07:22:50	07:22:50	07:22:50	07:22:50	07:22:50			07:22:51	07:22:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	07:22:51	07:22:51	07:22:51	07:22:51	07:22:51	07:22:51			07:22:51	07:22:51	07:22:51	07:22:51	07:22:58	07:22:58	07:22:58	07:22:58	07:22:58	07:22:58			07:22:58	07:22:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	07:22:58	07:22:58	07:22:58	07:22:58	07:22:58	07:22:58			07:22:58	07:22:58	07:22:58	07:22:58	07:23:05	07:23:05	07:23:05	07:23:05	07:23:05	07:23:05			07:23:06	07:23:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
6	07:23:06	07:23:06	07:23:06	07:23:06	07:23:06	07:23:06			07:23:06	07:23:06	07:23:06	07:23:06	07:23:13	07:23:13	07:23:13	07:23:13	07:23:13	07:23:13			07:23:14	07:23:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
7	07:23:14	07:23:14	07:23:14	07:23:14	07:23:14	07:23:14			07:23:14	07:23:14	07:23:14	07:23:14	07:23:21	07:23:21	07:23:21	07:23:21	07:23:21	07:23:21			07:23:22	07:23:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	07:23:22	07:23:22	07:23:22	07:23:22	07:23:22	07:23:22			07:23:22	07:23:22	07:23:22	07:23:22	07:23:29	07:23:29	07:23:29	07:23:29	07:23:29	07:23:29			07:23:30	07:23:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	07:23:30	07:23:30	07:23:30	07:23:30	07:23:30	07:23:30			07:23:30	07:23:30	07:23:30	07:23:30	07:23:36	07:23:36	07:23:36	07:23:36	07:23:36	07:23:36			07:23:37	07:23:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
