Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	617.5563888888889	0.0	0.0	0.0
1	617.5258333333334	0.0	0.0	0.0
2	617.4994444444444	0.0	0.0	0.0
3	617.5169444444444	0.0	0.0	0.0
4	617.4408333333333	0.0	0.0	0.0
5	617.4394444444445	0.0	0.0	0.0
6	617.4033333333333	0.0	0.0	0.0
7	617.3719444444445	0.0	0.0	0.0
8	617.3644444444444	0.0	0.0	0.0
9	617.3452777777778	0.0	0.0	0.0
10	617.3361111111111	0.0	0.0	0.0
11	617.3375	0.0	0.0	0.0
12	617.3355555555555	0.0	0.0	0.0
13	617.3161111111111	0.0	0.0	0.0
14	617.3213888888889	0.0	0.0	0.0
15	617.2713888888889	0.0	0.0	0.0
16	617.2558333333334	0.0	0.0	0.0
17	617.2947222222223	0.0	0.0	0.0
18	617.2869444444444	0.0	0.0	0.0
19	617.2897222222222	0.0	0.0	0.0
20	617.2691666666667	0.0	0.0	0.0
