ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	8218.666666666666	8218.666666666666	
1	8218.666666666666	8218.666666666666	
2	8218.666666666666	8218.666666666666	
3	8218.666666666666	8218.666666666666	
4	8218.666666666666	8218.666666666666	
5	8218.666666666666	8218.666666666666	
6	8218.666666666666	8218.666666666666	
7	8218.666666666666	8218.666666666666	
8	8218.666666666666	8218.666666666666	
9	8218.666666666666	8218.666666666666	
10	8218.666666666666	8218.666666666666	
11	8218.666666666666	8218.666666666666	
12	8218.666666666666	8218.666666666666	
13	8218.666666666666	8218.666666666666	
14	8218.666666666666	8218.666666666666	
15	8218.666666666666	8218.666666666666	
16	8218.666666666666	8218.666666666666	
17	8218.666666666666	8218.666666666666	
18	8218.666666666666	8218.666666666666	
19	8218.666666666666	8218.666666666666	
20	8218.666666666666	8218.666666666666	
