Iteration	car
0	3347.8683607337057
1	3346.047878906702
2	3344.9095943404977
3	3346.6023760871985
4	3346.4932932441116
5	3344.9867375668614
6	3345.9929858619457
7	3346.2246968843647
8	3345.0764629315117
9	3345.069699881319
10	3343.8581554924476
11	3345.565874827873
12	3345.28558382519
13	3345.137848257855
14	3344.877084665168
15	3346.1054002345786
16	3345.9114581049757
17	3344.5375005782025
18	3345.1593934690427
19	3346.3951380021686
20	3345.910603263555
