ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2052.3333333333335	2052.3333333333335	
1	2055.0	2055.0	
2	2054.0	2054.0	
3	2055.6666666666665	2055.6666666666665	
4	2057.0	2057.0	
5	2058.3333333333335	2058.3333333333335	
6	2058.6666666666665	2058.6666666666665	
7	2059.0	2059.0	
8	2059.6666666666665	2059.6666666666665	
9	2059.6666666666665	2059.6666666666665	
10	2058.0	2058.0	
11	2057.3333333333335	2057.3333333333335	
12	2059.3333333333335	2059.3333333333335	
13	2058.6666666666665	2058.6666666666665	
14	2059.6666666666665	2059.6666666666665	
15	2057.6666666666665	2057.6666666666665	
16	2061.6666666666665	2061.6666666666665	
17	2060.0	2060.0	
18	2061.6666666666665	2061.6666666666665	
19	2062.0	2062.0	
20	2060.6666666666665	2060.6666666666665	
