Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	114.00666666666666	0.0	0.0	0.0
1	110.17333333333333	0.0	0.0	0.0
2	107.94027777777778	0.0	0.0	0.0
3	105.90388888888889	0.0	0.0	0.0
4	104.83888888888889	0.0	0.0	0.0
5	103.94333333333333	0.0	0.0	0.0
6	103.59222222222222	0.0	0.0	0.0
7	102.36472222222223	0.0	0.0	0.0
8	101.75111111111111	0.0	0.0	0.0
9	101.06583333333333	0.0	0.0	0.0
10	100.53805555555556	0.0	0.0	0.0
11	100.00027777777778	0.0	0.0	0.0
12	99.80388888888889	0.0	0.0	0.0
13	99.62333333333333	0.0	0.0	0.0
14	99.85333333333334	0.0	0.0	0.0
15	99.25138888888888	0.0	0.0	0.0
16	100.05027777777778	0.0	0.0	0.0
17	99.52972222222222	0.0	0.0	0.0
18	98.81972222222223	0.0	0.0	0.0
19	99.3536111111111	0.0	0.0	0.0
20	99.61194444444445	0.0	0.0	0.0
