Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	266.93555555555554	0.0	0.0	0.0
1	232.14444444444445	0.0	0.0	0.0
2	211.07361111111112	0.0	0.0	0.0
3	196.62166666666667	0.0	0.0	0.0
4	187.84777777777776	0.0	0.0	0.0
5	180.78527777777776	0.0	0.0	0.0
6	172.9286111111111	0.0	0.0	0.0
7	174.84277777777777	0.0	0.0	0.0
8	169.73833333333334	0.0	0.0	0.0
9	170.1213888888889	0.0	0.0	0.0
10	165.7111111111111	0.0	0.0	0.0
11	165.63444444444445	0.0	0.0	0.0
12	166.72722222222222	0.0	0.0	0.0
13	163.73666666666668	0.0	0.0	0.0
14	166.5886111111111	0.0	0.0	0.0
15	164.05638888888888	0.0	0.0	0.0
16	162.105	0.0	0.0	0.0
17	162.20638888888888	0.0	0.0	0.0
18	162.01666666666668	0.0	0.0	0.0
19	166.14055555555555	0.0	0.0	0.0
20	162.61138888888888	0.0	0.0	0.0
