Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:55:37	05:55:37	05:55:37			05:55:37	05:55:37	05:55:37	05:55:37	05:55:37	05:55:37	05:55:37	05:55:45	05:55:45	05:55:45	05:55:45	05:55:45	05:55:45			05:55:47	05:55:47		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:47	05:55:54	05:55:54	05:55:54	05:55:54	05:55:54	05:55:54			05:55:56	05:55:56		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
2	05:55:56	05:55:56	05:55:56	05:55:56	05:55:56	05:55:56			05:55:56	05:55:56	05:55:56	05:55:56	05:56:03	05:56:03	05:56:03	05:56:03	05:56:03	05:56:03			05:56:03	05:56:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:56:04	05:56:04	05:56:04	05:56:04	05:56:04	05:56:04			05:56:04	05:56:04	05:56:04	05:56:04	05:56:11	05:56:11	05:56:11	05:56:11	05:56:11	05:56:11			05:56:11	05:56:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	05:56:11	05:56:11	05:56:11	05:56:11	05:56:11	05:56:11			05:56:11	05:56:11	05:56:11	05:56:11	05:56:18	05:56:18	05:56:18	05:56:18	05:56:18	05:56:18			05:56:18	05:56:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:56:18	05:56:18	05:56:18	05:56:18	05:56:18	05:56:18			05:56:18	05:56:18	05:56:18	05:56:18	05:56:25	05:56:25	05:56:25	05:56:25	05:56:25	05:56:25			05:56:26	05:56:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	05:56:26	05:56:26	05:56:26	05:56:26	05:56:26	05:56:26			05:56:26	05:56:26	05:56:26	05:56:26	05:56:32	05:56:32	05:56:32	05:56:32	05:56:32	05:56:32			05:56:33	05:56:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	05:56:33	05:56:33	05:56:33	05:56:33	05:56:33	05:56:33			05:56:33	05:56:33	05:56:33	05:56:33	05:56:40	05:56:40	05:56:40	05:56:40	05:56:40	05:56:40			05:56:40	05:56:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	05:56:41	05:56:41	05:56:41	05:56:41	05:56:41	05:56:41			05:56:41	05:56:41	05:56:41	05:56:41	05:56:47	05:56:47	05:56:47	05:56:47	05:56:47	05:56:47			05:56:47	05:56:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:56:48	05:56:48	05:56:48	05:56:48	05:56:48	05:56:48			05:56:48	05:56:48	05:56:48	05:56:48	05:56:54	05:56:54	05:56:54	05:56:54	05:56:54	05:56:54			05:56:54	05:56:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
