Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	127.03833333333333	0.0	0.0	0.0
1	127.045	0.0	0.0	0.0
2	127.02361111111111	0.0	0.0	0.0
3	127.0125	0.0	0.0	0.0
4	127.00472222222223	0.0	0.0	0.0
5	127.01	0.0	0.0	0.0
6	127.0025	0.0	0.0	0.0
7	126.99138888888889	0.0	0.0	0.0
8	126.99361111111111	0.0	0.0	0.0
9	126.98583333333333	0.0	0.0	0.0
10	126.98388888888888	0.0	0.0	0.0
11	126.98583333333333	0.0	0.0	0.0
12	126.98083333333334	0.0	0.0	0.0
13	126.975	0.0	0.0	0.0
14	126.97305555555556	0.0	0.0	0.0
15	126.97	0.0	0.0	0.0
16	126.97055555555555	0.0	0.0	0.0
17	126.97916666666667	0.0	0.0	0.0
18	126.97055555555555	0.0	0.0	0.0
19	126.97111111111111	0.0	0.0	0.0
20	126.97666666666667	0.0	0.0	0.0
