Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:28:57	03:28:57	03:28:57			03:28:57	03:28:57	03:28:57	03:28:57	03:28:57	03:28:57	03:28:57	03:29:08	03:29:08	03:29:08	03:29:08	03:29:08	03:29:08			03:29:10	03:29:10		00:00:00		00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:02	00:00:13
1	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:12	03:29:13	03:29:13	03:29:22	03:29:22	03:29:22	03:29:22	03:29:22	03:29:22			03:29:25	03:29:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:02	00:00:13
2	03:29:25	03:29:25	03:29:25	03:29:25	03:29:25	03:29:25			03:29:25	03:29:25	03:29:25	03:29:25	03:29:33	03:29:33	03:29:33	03:29:33	03:29:33	03:29:33			03:29:33	03:29:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	03:29:33	03:29:33	03:29:33	03:29:33	03:29:33	03:29:33			03:29:33	03:29:33	03:29:33	03:29:33	03:29:42	03:29:42	03:29:42	03:29:42	03:29:42	03:29:42			03:29:43	03:29:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
4	03:29:43	03:29:43	03:29:43	03:29:43	03:29:43	03:29:43			03:29:43	03:29:43	03:29:43	03:29:43	03:29:51	03:29:51	03:29:51	03:29:51	03:29:51	03:29:51			03:29:52	03:29:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52			03:29:52	03:29:52	03:29:52	03:29:52	03:29:59	03:29:59	03:29:59	03:29:59	03:29:59	03:29:59			03:30:00	03:30:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	03:30:00	03:30:00	03:30:00	03:30:00	03:30:00	03:30:00			03:30:00	03:30:00	03:30:00	03:30:00	03:30:08	03:30:08	03:30:08	03:30:08	03:30:08	03:30:08			03:30:08	03:30:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
7	03:30:08	03:30:08	03:30:08	03:30:08	03:30:08	03:30:08			03:30:08	03:30:08	03:30:08	03:30:08	03:30:16	03:30:16	03:30:16	03:30:16	03:30:16	03:30:16			03:30:16	03:30:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	03:30:16	03:30:16	03:30:16	03:30:16	03:30:16	03:30:16			03:30:16	03:30:16	03:30:16	03:30:16	03:30:24	03:30:24	03:30:24	03:30:24	03:30:24	03:30:24			03:30:24	03:30:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	03:30:24	03:30:24	03:30:24	03:30:24	03:30:24	03:30:24			03:30:24	03:30:24	03:30:25	03:30:25	03:30:32	03:30:32	03:30:32	03:30:32	03:30:32	03:30:32			03:30:33	03:30:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
10	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:33	03:30:41	03:30:41	03:30:41	03:30:41	03:30:41	03:30:41	03:30:41	03:30:41	03:30:42	03:30:42		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
11	03:30:42	03:30:42	03:30:42	03:30:42	03:30:42	03:30:42			03:30:42	03:30:42	03:30:42	03:30:42	03:30:50	03:30:50	03:30:50	03:30:50	03:30:50	03:30:50			03:30:50	03:30:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
12	03:30:51	03:30:51	03:30:51	03:30:51	03:30:51	03:30:51			03:30:51	03:30:51	03:30:51	03:30:51	03:30:58	03:30:58	03:30:58	03:30:58	03:30:58	03:30:58			03:30:59	03:30:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:08
13	03:30:59	03:30:59	03:30:59	03:30:59	03:31:00	03:31:00			03:31:00	03:31:00	03:31:00	03:31:00	03:31:08	03:31:08	03:31:08	03:31:08	03:31:08	03:31:08			03:31:09	03:31:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
14	03:31:09	03:31:09	03:31:09	03:31:09	03:31:09	03:31:09			03:31:09	03:31:09	03:31:09	03:31:09	03:31:16	03:31:16	03:31:16	03:31:16	03:31:16	03:31:16			03:31:17	03:31:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
15	03:31:17	03:31:17	03:31:17	03:31:17	03:31:17	03:31:17			03:31:17	03:31:17	03:31:17	03:31:17	03:31:25	03:31:25	03:31:25	03:31:25	03:31:25	03:31:25			03:31:25	03:31:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
16	03:31:25	03:31:25	03:31:26	03:31:26	03:31:26	03:31:26			03:31:26	03:31:26	03:31:26	03:31:26	03:31:33	03:31:33	03:31:33	03:31:33	03:31:33	03:31:33			03:31:34	03:31:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
17	03:31:34	03:31:34	03:31:34	03:31:34	03:31:34	03:31:34			03:31:34	03:31:34	03:31:34	03:31:34	03:31:42	03:31:42	03:31:42	03:31:42	03:31:42	03:31:42			03:31:42	03:31:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
18	03:31:43	03:31:43	03:31:43	03:31:43	03:31:43	03:31:43			03:31:43	03:31:43	03:31:43	03:31:43	03:31:50	03:31:50	03:31:50	03:31:50	03:31:50	03:31:50			03:31:51	03:31:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
19	03:31:51	03:31:51	03:31:51	03:31:51	03:31:51	03:31:51			03:31:51	03:31:51	03:31:51	03:31:51	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59			03:31:59	03:31:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
20	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:31:59	03:32:00	03:32:00	03:32:00	03:32:00	03:32:07	03:32:07	03:32:07	03:32:07	03:32:07	03:32:07	03:32:07	03:32:07	03:32:08	03:32:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
