ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.46925323852048	132.46925323852048	132.46925323852048	132.46925323852048
1	132.46915837090748	132.46902312930695	132.4691709047421	132.4693186801772
2	132.46963961194078	132.4691212056932	132.46950107974527	132.469879913505
3	132.4698152027526	132.46890780053442	132.46950383227772	132.47006495805562
4	132.47003925405906	132.46893063716158	132.46955324011324	132.4701073939706
5	132.46993442470773	132.46877090073266	132.4695217208495	132.47016623159962
6	132.47011388812035	132.46851817837282	132.46952290006286	132.47041319369842
7	132.4702846500402	132.46844282975727	132.4695479036908	132.47054527782893
8	132.47031848328447	132.4682409033942	132.46946726505226	132.47058386927097
9	132.47046298630897	132.46820441166975	132.46952559820102	132.4707049583962
10	132.47049903712494	132.46806562038307	132.46944969927867	132.4706931032432
11	132.47051132316082	132.46792514697367	132.46942882704656	132.4707610934724
12	132.4705364111731	132.46780211358995	132.46946155076236	132.47095293841824
13	132.47075823300335	132.4675148089498	132.46937242824808	132.47104434090096
14	132.47079620376294	132.46752783701297	132.46935272138663	132.47095930635996
15	132.4708598983868	132.46740694219295	132.46932117126286	132.47098424407747
16	132.47083230482707	132.46742011382145	132.46934361869046	132.47106279918586
17	132.47062482696754	132.46721533830078	132.46918861088093	132.47095256129208
18	132.4707921809448	132.46716937829058	132.469213722823	132.4709880926957
19	132.4707685037134	132.46702953173633	132.46919924702237	132.4710768131185
20	132.4706168517151	132.46685966609863	132.46907299843915	132.47098226206128
