Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	114.37416666666667	0.0	0.0	0.0
1	111.0625	0.0	0.0	0.0
2	108.71888888888888	0.0	0.0	0.0
3	106.45611111111111	0.0	0.0	0.0
4	104.39527777777778	0.0	0.0	0.0
5	103.01666666666667	0.0	0.0	0.0
6	102.3375	0.0	0.0	0.0
7	102.21055555555556	0.0	0.0	0.0
8	101.58611111111111	0.0	0.0	0.0
9	100.99833333333333	0.0	0.0	0.0
10	101.0275	0.0	0.0	0.0
11	100.30277777777778	0.0	0.0	0.0
12	100.99722222222222	0.0	0.0	0.0
13	100.83416666666666	0.0	0.0	0.0
14	100.68777777777778	0.0	0.0	0.0
15	100.07638888888889	0.0	0.0	0.0
16	100.27444444444444	0.0	0.0	0.0
17	100.26944444444445	0.0	0.0	0.0
18	99.72166666666666	0.0	0.0	0.0
19	99.79194444444444	0.0	0.0	0.0
20	99.99027777777778	0.0	0.0	0.0
