Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:17:50	06:17:50	06:17:50			06:17:50	06:17:50	06:17:50	06:17:50	06:17:50	06:17:50	06:17:50	06:17:58	06:17:58	06:17:58	06:17:58	06:17:59	06:17:59			06:18:00	06:18:00		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:18:00	06:18:00	06:18:00	06:18:00	06:18:00	06:18:00	06:18:00	06:18:01	06:18:01	06:18:01	06:18:01	06:18:01	06:18:07	06:18:07	06:18:07	06:18:07	06:18:07	06:18:07			06:18:08	06:18:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
2	06:18:09	06:18:09	06:18:09	06:18:09	06:18:09	06:18:09			06:18:09	06:18:09	06:18:09	06:18:09	06:18:15	06:18:15	06:18:15	06:18:15	06:18:15	06:18:15			06:18:16	06:18:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:18:16	06:18:16	06:18:16	06:18:16	06:18:16	06:18:16			06:18:16	06:18:16	06:18:16	06:18:16	06:18:23	06:18:23	06:18:23	06:18:23	06:18:23	06:18:23			06:18:23	06:18:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	06:18:23	06:18:23	06:18:23	06:18:23	06:18:23	06:18:23			06:18:23	06:18:23	06:18:23	06:18:23	06:18:30	06:18:30	06:18:30	06:18:30	06:18:30	06:18:30			06:18:30	06:18:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	06:18:30	06:18:30	06:18:30	06:18:30	06:18:30	06:18:30			06:18:30	06:18:30	06:18:31	06:18:31	06:18:37	06:18:37	06:18:37	06:18:37	06:18:37	06:18:37			06:18:38	06:18:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:18:38	06:18:38	06:18:38	06:18:38	06:18:38	06:18:38			06:18:38	06:18:38	06:18:38	06:18:38	06:18:44	06:18:44	06:18:44	06:18:44	06:18:44	06:18:44			06:18:45	06:18:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:18:45	06:18:45	06:18:45	06:18:45	06:18:45	06:18:45			06:18:45	06:18:45	06:18:45	06:18:45	06:18:51	06:18:51	06:18:51	06:18:51	06:18:51	06:18:51			06:18:52	06:18:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	06:18:52	06:18:52	06:18:52	06:18:52	06:18:52	06:18:52			06:18:52	06:18:52	06:18:52	06:18:52	06:18:58	06:18:58	06:18:58	06:18:58	06:18:58	06:18:58			06:18:58	06:18:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:18:58	06:18:58	06:18:58	06:18:58	06:18:58	06:18:58			06:18:58	06:18:58	06:18:58	06:18:58	06:19:05	06:19:05	06:19:05	06:19:05	06:19:05	06:19:05			06:19:05	06:19:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
