Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.81777777777778	0.0	0.0	0.0
1	70.63055555555556	0.0	0.0	0.0
2	70.54555555555555	0.0	0.0	0.0
3	70.39972222222222	0.0	0.0	0.0
4	70.33888888888889	0.0	0.0	0.0
5	70.28805555555556	0.0	0.0	0.0
6	70.22666666666667	0.0	0.0	0.0
7	70.21861111111112	0.0	0.0	0.0
8	70.05888888888889	0.0	0.0	0.0
9	69.98611111111111	0.0	0.0	0.0
10	69.99972222222222	0.0	0.0	0.0
11	69.93861111111111	0.0	0.0	0.0
12	69.87055555555555	0.0	0.0	0.0
13	69.91027777777778	0.0	0.0	0.0
14	69.8475	0.0	0.0	0.0
15	69.88833333333334	0.0	0.0	0.0
16	69.89277777777778	0.0	0.0	0.0
17	69.87277777777778	0.0	0.0	0.0
18	69.85833333333333	0.0	0.0	0.0
19	69.82666666666667	0.0	0.0	0.0
20	69.90805555555555	0.0	0.0	0.0
