ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2060.016666666667	2060.016666666667	
1	2072.633333333333	2072.633333333333	
2	2085.733333333333	2085.733333333333	
3	2096.7	2096.7	
4	2109.383333333333	2109.383333333333	
5	2122.633333333333	2122.633333333333	
6	2127.6833333333334	2127.6833333333334	
7	2134.3	2134.3	
8	2131.5333333333333	2131.5333333333333	
9	2142.383333333333	2142.383333333333	
10	2137.116666666667	2137.116666666667	
11	2138.5666666666666	2138.5666666666666	
12	2142.5	2142.5	
13	2145.366666666667	2145.366666666667	
14	2140.7	2140.7	
15	2145.8	2145.8	
16	2143.6666666666665	2143.6666666666665	
17	2148.5	2148.5	
18	2142.133333333333	2142.133333333333	
19	2147.4333333333334	2147.4333333333334	
20	2143.266666666667	2143.266666666667	
