Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:52:55	03:52:55	03:52:55			03:52:55	03:52:55	03:52:58	03:52:58	03:52:58	03:52:58	03:52:58	03:53:26	03:53:26	03:53:26	03:53:26	03:53:26	03:53:26			03:53:32	03:53:32		00:00:00		00:00:02	00:00:02	00:00:00	00:00:27	00:00:00	00:00:00		00:00:05	00:00:37
1	03:53:32	03:53:32	03:53:32	03:53:32	03:53:33	03:53:33	03:53:33	03:53:36	03:53:36	03:53:36	03:53:36	03:53:36	03:53:49	03:53:49	03:53:49	03:53:49	03:53:49	03:53:49			03:53:50	03:53:50		00:00:00	00:00:00	00:00:02	00:00:02	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:18
2	03:53:51	03:53:51	03:53:51	03:53:51	03:53:51	03:53:51			03:53:51	03:53:51	03:53:51	03:53:51	03:54:02	03:54:02	03:54:02	03:54:02	03:54:02	03:54:02			03:54:03	03:54:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:12
3	03:54:03	03:54:03	03:54:03	03:54:03	03:54:03	03:54:03			03:54:03	03:54:03	03:54:04	03:54:04	03:54:17	03:54:17	03:54:17	03:54:17	03:54:17	03:54:17			03:54:19	03:54:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:01	00:00:15
4	03:54:19	03:54:19	03:54:19	03:54:19	03:54:19	03:54:19			03:54:19	03:54:19	03:54:19	03:54:19	03:54:31	03:54:31	03:54:31	03:54:31	03:54:31	03:54:31			03:54:32	03:54:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
5	03:54:32	03:54:32	03:54:32	03:54:32	03:54:32	03:54:32			03:54:32	03:54:32	03:54:32	03:54:32	03:54:48	03:54:48	03:54:48	03:54:48	03:54:48	03:54:48			03:54:50	03:54:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:15	00:00:00	00:00:00		00:00:01	00:00:17
6	03:54:50	03:54:50	03:54:50	03:54:50	03:54:51	03:54:51			03:54:51	03:54:51	03:54:51	03:54:51	03:55:04	03:55:04	03:55:04	03:55:04	03:55:04	03:55:04			03:55:05	03:55:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:14
7	03:55:05	03:55:05	03:55:05	03:55:05	03:55:05	03:55:05			03:55:05	03:55:05	03:55:05	03:55:05	03:55:19	03:55:19	03:55:19	03:55:19	03:55:19	03:55:19			03:55:21	03:55:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:01	00:00:15
8	03:55:21	03:55:21	03:55:21	03:55:21	03:55:22	03:55:22			03:55:22	03:55:22	03:55:22	03:55:22	03:55:36	03:55:36	03:55:36	03:55:36	03:55:36	03:55:36			03:55:37	03:55:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:15
9	03:55:37	03:55:37	03:55:37	03:55:37	03:55:37	03:55:37			03:55:37	03:55:37	03:55:37	03:55:37	03:55:50	03:55:50	03:55:50	03:55:50	03:55:50	03:55:50			03:55:51	03:55:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:14
10	03:55:51	03:55:51	03:55:51	03:55:51	03:55:51	03:55:51	03:55:51	03:55:52	03:55:53	03:55:53	03:55:53	03:55:53	03:56:07	03:56:07	03:56:07	03:56:07	03:56:07	03:56:07	03:56:07	03:56:07	03:56:08	03:56:08		00:00:00	00:00:00	00:00:01	00:00:01	00:00:00	00:00:13	00:00:00	00:00:00	00:00:00	00:00:01	00:00:17
11	03:56:08	03:56:08	03:56:09	03:56:09	03:56:09	03:56:09			03:56:09	03:56:09	03:56:09	03:56:09	03:56:19	03:56:19	03:56:19	03:56:19	03:56:19	03:56:19			03:56:20	03:56:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
12	03:56:20	03:56:20	03:56:20	03:56:20	03:56:20	03:56:20			03:56:20	03:56:20	03:56:20	03:56:20	03:56:30	03:56:30	03:56:30	03:56:30	03:56:30	03:56:30			03:56:31	03:56:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
13	03:56:31	03:56:31	03:56:31	03:56:31	03:56:31	03:56:31			03:56:31	03:56:31	03:56:31	03:56:31	03:56:44	03:56:44	03:56:44	03:56:44	03:56:44	03:56:44			03:56:45	03:56:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:14
14	03:56:45	03:56:45	03:56:45	03:56:45	03:56:46	03:56:46			03:56:46	03:56:46	03:56:46	03:56:46	03:56:58	03:56:58	03:56:58	03:56:58	03:56:58	03:56:58			03:56:58	03:56:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
15	03:56:59	03:56:59	03:56:59	03:56:59	03:56:59	03:56:59			03:56:59	03:56:59	03:56:59	03:56:59	03:57:11	03:57:11	03:57:11	03:57:11	03:57:11	03:57:11			03:57:12	03:57:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
16	03:57:12	03:57:12	03:57:12	03:57:12	03:57:13	03:57:13			03:57:13	03:57:13	03:57:13	03:57:13	03:57:24	03:57:24	03:57:24	03:57:24	03:57:24	03:57:24			03:57:25	03:57:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
17	03:57:25	03:57:25	03:57:25	03:57:25	03:57:25	03:57:25			03:57:25	03:57:25	03:57:25	03:57:25	03:57:38	03:57:38	03:57:38	03:57:38	03:57:38	03:57:38			03:57:39	03:57:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:14
18	03:57:39	03:57:39	03:57:39	03:57:39	03:57:40	03:57:40			03:57:40	03:57:40	03:57:40	03:57:40	03:57:51	03:57:51	03:57:51	03:57:51	03:57:51	03:57:51			03:57:51	03:57:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
19	03:57:52	03:57:52	03:57:52	03:57:52	03:57:52	03:57:52			03:57:52	03:57:52	03:57:52	03:57:52	03:58:03	03:58:03	03:58:03	03:58:03	03:58:03	03:58:03			03:58:04	03:58:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
20	03:58:04	03:58:04	03:58:04	03:58:04	03:58:04	03:58:04	03:58:04	03:58:08	03:58:08	03:58:08	03:58:09	03:58:09	03:58:24	03:58:24	03:58:24	03:58:24	03:58:24	03:58:24	03:58:24	03:58:24	03:58:26	03:58:26		00:00:00	00:00:00	00:00:03	00:00:04	00:00:00	00:00:15	00:00:00	00:00:00	00:00:00	00:00:01	00:00:21
