ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2051.4166666666665	2051.4166666666665	
1	2066.4	2066.4	
2	2081.15	2081.15	
3	2094.8166666666666	2094.8166666666666	
4	2103.5666666666666	2103.5666666666666	
5	2113.5	2113.5	
6	2120.6	2120.6	
7	2125.4	2125.4	
8	2129.866666666667	2129.866666666667	
9	2132.616666666667	2132.616666666667	
10	2135.4333333333334	2135.4333333333334	
11	2136.516666666667	2136.516666666667	
12	2137.85	2137.85	
13	2137.0666666666666	2137.0666666666666	
14	2138.0333333333333	2138.0333333333333	
15	2137.45	2137.45	
16	2144.483333333333	2144.483333333333	
17	2140.05	2140.05	
18	2142.4	2142.4	
19	2142.983333333333	2142.983333333333	
20	2144.116666666667	2144.116666666667	
