Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:58:47	03:58:47	03:58:47			03:58:47	03:58:47	03:58:48	03:58:49	03:58:49	03:58:49	03:58:49	03:59:10	03:59:10	03:59:10	03:59:10	03:59:10	03:59:10			03:59:13	03:59:13		00:00:00		00:00:01	00:00:01	00:00:00	00:00:21	00:00:00	00:00:00		00:00:03	00:00:26
1	03:59:14	03:59:14	03:59:14	03:59:14	03:59:14	03:59:14	03:59:14	03:59:15	03:59:15	03:59:15	03:59:15	03:59:15	03:59:27	03:59:27	03:59:27	03:59:27	03:59:27	03:59:27			03:59:28	03:59:28		00:00:00	00:00:00	00:00:01	00:00:01	00:00:00	00:00:11	00:00:00	00:00:00		00:00:01	00:00:14
2	03:59:29	03:59:29	03:59:29	03:59:29	03:59:29	03:59:29			03:59:29	03:59:29	03:59:29	03:59:29	03:59:40	03:59:40	03:59:40	03:59:40	03:59:40	03:59:40			03:59:41	03:59:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
3	03:59:41	03:59:41	03:59:41	03:59:41	03:59:41	03:59:41			03:59:41	03:59:41	03:59:41	03:59:41	03:59:52	03:59:52	03:59:52	03:59:52	03:59:52	03:59:52			03:59:53	03:59:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
4	03:59:53	03:59:53	03:59:53	03:59:53	03:59:53	03:59:53			03:59:53	03:59:53	03:59:53	03:59:53	04:00:03	04:00:03	04:00:03	04:00:03	04:00:03	04:00:03			04:00:04	04:00:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
5	04:00:04	04:00:04	04:00:04	04:00:04	04:00:05	04:00:05			04:00:05	04:00:05	04:00:05	04:00:05	04:00:15	04:00:15	04:00:15	04:00:15	04:00:15	04:00:15			04:00:16	04:00:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
6	04:00:16	04:00:16	04:00:16	04:00:16	04:00:16	04:00:16			04:00:16	04:00:16	04:00:17	04:00:17	04:00:28	04:00:28	04:00:28	04:00:28	04:00:28	04:00:28			04:00:29	04:00:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
7	04:00:29	04:00:29	04:00:29	04:00:29	04:00:29	04:00:29			04:00:29	04:00:29	04:00:29	04:00:29	04:00:39	04:00:39	04:00:39	04:00:39	04:00:39	04:00:39			04:00:40	04:00:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
8	04:00:40	04:00:40	04:00:40	04:00:40	04:00:40	04:00:40			04:00:40	04:00:40	04:00:40	04:00:40	04:00:53	04:00:53	04:00:53	04:00:53	04:00:53	04:00:53			04:00:53	04:00:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
9	04:00:53	04:00:53	04:00:53	04:00:53	04:00:54	04:00:54			04:00:54	04:00:54	04:00:54	04:00:54	04:01:05	04:01:05	04:01:05	04:01:05	04:01:05	04:01:05			04:01:06	04:01:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:01	00:00:12
10	04:01:06	04:01:06	04:01:06	04:01:06	04:01:07	04:01:07	04:01:07	04:01:08	04:01:08	04:01:08	04:01:08	04:01:08	04:01:25	04:01:25	04:01:25	04:01:25	04:01:25	04:01:25	04:01:25	04:01:25	04:01:28	04:01:28		00:00:00	00:00:00	00:00:01	00:00:01	00:00:00	00:00:16	00:00:00	00:00:00	00:00:00	00:00:03	00:00:21
