Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:26:30	05:26:30	05:26:30			05:26:30	05:26:30	05:26:30	05:26:30	05:26:30	05:26:30	05:26:30	05:26:40	05:26:40	05:26:40	05:26:40	05:26:40	05:26:40			05:26:42	05:26:42		00:00:00		00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
1	05:26:42	05:26:42	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:43	05:26:51	05:26:51	05:26:51	05:26:51	05:26:51	05:26:51			05:26:52	05:26:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
2	05:26:53	05:26:53	05:26:53	05:26:53	05:26:53	05:26:53			05:26:53	05:26:53	05:26:53	05:26:53	05:27:01	05:27:01	05:27:01	05:27:01	05:27:01	05:27:01			05:27:01	05:27:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	05:27:01	05:27:01	05:27:01	05:27:01	05:27:01	05:27:01			05:27:01	05:27:01	05:27:02	05:27:02	05:27:09	05:27:09	05:27:09	05:27:09	05:27:09	05:27:09			05:27:10	05:27:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	05:27:10	05:27:10	05:27:10	05:27:10	05:27:10	05:27:10			05:27:10	05:27:10	05:27:10	05:27:10	05:27:17	05:27:17	05:27:17	05:27:17	05:27:17	05:27:17			05:27:18	05:27:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
5	05:27:18	05:27:18	05:27:18	05:27:18	05:27:18	05:27:18			05:27:18	05:27:18	05:27:18	05:27:18	05:27:25	05:27:25	05:27:25	05:27:25	05:27:25	05:27:25			05:27:26	05:27:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	05:27:26	05:27:26	05:27:26	05:27:26	05:27:26	05:27:26			05:27:26	05:27:26	05:27:26	05:27:26	05:27:34	05:27:34	05:27:34	05:27:34	05:27:34	05:27:34			05:27:34	05:27:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
7	05:27:34	05:27:34	05:27:34	05:27:34	05:27:34	05:27:34			05:27:34	05:27:34	05:27:34	05:27:34	05:27:42	05:27:42	05:27:42	05:27:42	05:27:42	05:27:42			05:27:42	05:27:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	05:27:42	05:27:42	05:27:42	05:27:42	05:27:42	05:27:42			05:27:42	05:27:42	05:27:42	05:27:42	05:27:49	05:27:49	05:27:49	05:27:49	05:27:49	05:27:49			05:27:50	05:27:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	05:27:50	05:27:50	05:27:50	05:27:50	05:27:50	05:27:50			05:27:50	05:27:50	05:27:50	05:27:50	05:27:57	05:27:57	05:27:57	05:27:57	05:27:57	05:27:57			05:27:58	05:27:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
