ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	106.69301909875104	106.69301909875104	106.69301909875104	106.69301909875104
1	111.81719701934033	109.87187581729833	110.88553059159989	111.89918536590139
2	114.57437267527344	111.18457354385518	112.95039457023366	114.67655782934418
3	117.023150009653	112.59127135490984	114.9129746061063	117.14959097905921
4	118.44611390901018	113.45435706731512	116.09861591867465	118.60129389771929
5	119.15579720160845	113.77813710033391	116.70050174164463	119.43977092604756
6	120.36323303301207	114.17698163954111	117.4793598877567	120.55187877175904
7	120.35843598339184	114.03002948363982	117.51984057821498	120.62214307212759
8	120.89468504879304	114.23527610536878	117.94297948828796	121.20522972108547
9	121.25796220479243	114.31116906023796	118.18386067409905	121.61872192075185
10	121.52738056821367	114.19771545147181	118.3226667906108	121.97218136136702
11	121.87313291027574	114.16142302660214	118.45563123246397	122.25895261678292
12	122.16101954299096	114.16486020945673	118.65403171763131	122.50010528404516
13	121.5657136786639	113.86699688220455	118.44457808868573	122.37169598753314
14	122.09731163226263	113.56660670326382	118.45863358223768	122.66816242382079
15	121.77926528068299	113.12436080000526	118.25579883725399	122.66216254252446
16	122.072010267396	112.94561395038512	118.19919050603582	122.73693505905281
17	122.1447571372516	112.71235103135184	118.16785913212239	122.81198839027083
18	122.2750770227683	112.57128378305433	118.18511975187928	122.91814385270501
19	122.59380639536306	112.5929133894616	118.22179946231932	123.0023890033628
20	121.87973053526659	112.3051199669537	118.05443395742697	122.8690045650588
