Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:37:15	06:37:15	06:37:15			06:37:15	06:37:15	06:37:15	06:37:15	06:37:15	06:37:15	06:37:15	06:37:23	06:37:23	06:37:23	06:37:23	06:37:23	06:37:23			06:37:25	06:37:25		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:25	06:37:32	06:37:32	06:37:32	06:37:32	06:37:32	06:37:32			06:37:33	06:37:33		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	06:37:34	06:37:34	06:37:34	06:37:34	06:37:34	06:37:34			06:37:34	06:37:34	06:37:34	06:37:34	06:37:40	06:37:40	06:37:40	06:37:40	06:37:40	06:37:40			06:37:41	06:37:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:37:41	06:37:41	06:37:41	06:37:41	06:37:41	06:37:41			06:37:41	06:37:41	06:37:41	06:37:41	06:37:48	06:37:48	06:37:48	06:37:48	06:37:48	06:37:48			06:37:49	06:37:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:37:49	06:37:49	06:37:49	06:37:49	06:37:49	06:37:49			06:37:49	06:37:49	06:37:49	06:37:49	06:37:55	06:37:55	06:37:55	06:37:55	06:37:55	06:37:55			06:37:56	06:37:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:37:56	06:37:56	06:37:56	06:37:56	06:37:56	06:37:56			06:37:56	06:37:56	06:37:56	06:37:56	06:38:03	06:38:03	06:38:03	06:38:03	06:38:03	06:38:03			06:38:03	06:38:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:38:03	06:38:03	06:38:03	06:38:03	06:38:03	06:38:03			06:38:03	06:38:03	06:38:03	06:38:03	06:38:10	06:38:10	06:38:10	06:38:10	06:38:10	06:38:10			06:38:10	06:38:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:38:10	06:38:10	06:38:10	06:38:10	06:38:11	06:38:11			06:38:11	06:38:11	06:38:11	06:38:11	06:38:17	06:38:17	06:38:17	06:38:17	06:38:18	06:38:18			06:38:18	06:38:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:38:18	06:38:18	06:38:18	06:38:18	06:38:18	06:38:18			06:38:18	06:38:18	06:38:18	06:38:18	06:38:24	06:38:24	06:38:24	06:38:24	06:38:24	06:38:24			06:38:25	06:38:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:38:25	06:38:25	06:38:25	06:38:25	06:38:25	06:38:25			06:38:25	06:38:25	06:38:25	06:38:25	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32			06:38:32	06:38:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:32	06:38:39	06:38:39	06:38:39	06:38:39	06:38:39	06:38:39	06:38:39	06:38:39	06:38:40	06:38:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
