ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	128.1615333436687	128.1615333436687	128.1615333436687	128.1615333436687
1	128.16122006259576	128.1608436275072	128.1610937667547	128.16134390600212
2	128.16265787826356	128.16131456934878	128.16234028141224	128.1633400799718
3	128.16417523462266	128.1614744656482	128.1631061431015	128.16472548058326
4	128.16365529077476	128.16005872693557	128.16271282259467	128.16515091984886
5	128.16470456433743	128.15964930220022	128.16282355217552	128.16581992194904
6	128.16542719057114	128.15902921136922	128.16279594912237	128.1662420953435
7	128.16687967364075	128.15880487234892	128.16332779564453	128.1675026910181
8	128.16672614611284	128.15836797773412	128.16312694732162	128.16743426225344
9	128.1665626739091	128.15769305091825	128.1628554557169	128.16736311759698
10	128.16789315660404	128.15752245871286	128.1635856970916	128.16897498030536
11	128.16719738096126	128.15672076894054	128.1630469243332	128.16838123621784
12	128.16681635554536	128.1553335664798	128.16227994168884	128.16808635313532
13	128.16746694991517	128.15533608497717	128.16251561089462	128.1685873176798
14	128.16828757824345	128.1553746607611	128.16285187038238	128.1690152880504
15	128.16828193806052	128.1546966965069	128.16275137088	128.16931233863957
16	128.16875644386934	128.15464025498875	128.16283294746077	128.16936757682652
17	128.16854932177506	128.15422466301206	128.16279834759433	128.16991866319177
18	128.1681911046285	128.15340915289482	128.1625367620813	128.1698514555845
19	128.16812471834052	128.15266666576377	128.1622717495143	128.16958781907636
20	128.16910301091656	128.152297443763	128.16248908341197	128.1703006780103
