Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	311.18944444444446	0.0	0.0	0.0
1	311.21444444444444	0.0	0.0	0.0
2	311.1455555555556	0.0	0.0	0.0
3	311.08916666666664	0.0	0.0	0.0
4	311.09555555555556	0.0	0.0	0.0
5	311.0511111111111	0.0	0.0	0.0
6	311.025	0.0	0.0	0.0
7	310.9747222222222	0.0	0.0	0.0
8	310.9766666666667	0.0	0.0	0.0
9	310.9891666666667	0.0	0.0	0.0
10	310.925	0.0	0.0	0.0
11	310.9533333333333	0.0	0.0	0.0
12	310.9816666666667	0.0	0.0	0.0
13	310.94972222222225	0.0	0.0	0.0
14	310.9058333333333	0.0	0.0	0.0
15	310.9236111111111	0.0	0.0	0.0
16	310.89666666666665	0.0	0.0	0.0
17	310.8955555555556	0.0	0.0	0.0
18	310.90555555555557	0.0	0.0	0.0
19	310.91055555555556	0.0	0.0	0.0
20	310.87416666666667	0.0	0.0	0.0
