Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:31:41	06:31:41	06:31:41			06:31:41	06:31:41	06:31:41	06:31:41	06:31:41	06:31:41	06:31:41	06:31:49	06:31:49	06:31:49	06:31:49	06:31:49	06:31:49			06:31:51	06:31:51		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:51	06:31:58	06:31:58	06:31:58	06:31:58	06:31:58	06:31:58			06:31:59	06:31:59		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	06:31:59	06:31:59	06:31:59	06:31:59	06:31:59	06:31:59			06:31:59	06:31:59	06:31:59	06:31:59	06:32:05	06:32:05	06:32:05	06:32:05	06:32:05	06:32:05			06:32:06	06:32:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:32:06	06:32:06	06:32:06	06:32:06	06:32:06	06:32:06			06:32:06	06:32:06	06:32:06	06:32:06	06:32:13	06:32:13	06:32:13	06:32:13	06:32:13	06:32:13			06:32:13	06:32:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	06:32:13	06:32:13	06:32:13	06:32:13	06:32:13	06:32:13			06:32:13	06:32:13	06:32:13	06:32:13	06:32:20	06:32:20	06:32:20	06:32:20	06:32:20	06:32:20			06:32:20	06:32:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	06:32:20	06:32:20	06:32:20	06:32:20	06:32:20	06:32:20			06:32:20	06:32:20	06:32:20	06:32:20	06:32:27	06:32:27	06:32:27	06:32:27	06:32:27	06:32:27			06:32:27	06:32:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	06:32:27	06:32:27	06:32:27	06:32:27	06:32:27	06:32:27			06:32:27	06:32:27	06:32:27	06:32:27	06:32:34	06:32:34	06:32:34	06:32:34	06:32:34	06:32:34			06:32:34	06:32:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:32:34	06:32:34	06:32:34	06:32:34	06:32:34	06:32:34			06:32:34	06:32:34	06:32:34	06:32:34	06:32:41	06:32:41	06:32:41	06:32:41	06:32:41	06:32:41			06:32:42	06:32:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:32:42	06:32:42	06:32:42	06:32:42	06:32:42	06:32:42			06:32:42	06:32:42	06:32:42	06:32:42	06:32:48	06:32:48	06:32:48	06:32:48	06:32:48	06:32:48			06:32:48	06:32:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:32:49	06:32:49	06:32:49	06:32:49	06:32:49	06:32:49			06:32:49	06:32:49	06:32:49	06:32:49	06:32:55	06:32:55	06:32:55	06:32:55	06:32:55	06:32:55			06:32:55	06:32:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
