Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	115.25555555555556	0.0	0.0	0.0
1	111.12638888888888	0.0	0.0	0.0
2	108.01277777777777	0.0	0.0	0.0
3	107.13277777777778	0.0	0.0	0.0
4	106.3411111111111	0.0	0.0	0.0
5	104.24166666666666	0.0	0.0	0.0
6	104.6025	0.0	0.0	0.0
7	103.07555555555555	0.0	0.0	0.0
8	103.21305555555556	0.0	0.0	0.0
9	102.51222222222222	0.0	0.0	0.0
10	102.08083333333333	0.0	0.0	0.0
11	102.20166666666667	0.0	0.0	0.0
12	101.71027777777778	0.0	0.0	0.0
13	101.76416666666667	0.0	0.0	0.0
14	101.13055555555556	0.0	0.0	0.0
15	100.99416666666667	0.0	0.0	0.0
16	100.73277777777778	0.0	0.0	0.0
17	101.15277777777777	0.0	0.0	0.0
18	100.99861111111112	0.0	0.0	0.0
19	100.50527777777778	0.0	0.0	0.0
20	101.27333333333333	0.0	0.0	0.0
