ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	103.18301176794536	103.18301176794536	103.18301176794536	103.18301176794536
1	103.18309407166527	103.18177113713203	103.18270383729948	103.18363653746697
2	103.18471166264659	103.18146102619069	103.18358174123688	103.18570202591508
3	103.1874306281463	103.1811921482385	103.18521930668295	103.18924711440172
4	103.19082058705857	103.18227256676708	103.18707769302871	103.1918480451144
5	103.19206641373823	103.18180850293795	103.18794665849839	103.19397886950188
6	103.19203256223635	103.17990632843677	103.18663371926621	103.19313521310173
7	103.19302581981833	103.17977359668303	103.18772720652889	103.19542705579481
8	103.19306854366656	103.17844103476683	103.18698601227679	103.19490520822066
9	103.19324860610537	103.17616862381227	103.1866095309484	103.19608109545614
10	103.1944230649067	103.17511788119765	103.1865319178558	103.19691458724566
11	103.19437831019006	103.17359121623228	103.18569494245749	103.1966576910025
12	103.19669085937355	103.17387913761884	103.18666995903972	103.19807285456224
13	103.19603534746533	103.17251951610508	103.18582847399902	103.19774052071914
14	103.19612873227445	103.17189067262309	103.18592545731248	103.19869789542487
15	103.19648717911465	103.17112555852607	103.185584587223	103.19843191233731
16	103.19734768856014	103.17005350635223	103.18516292101236	103.19883949772893
17	103.19631813087746	103.16871290650447	103.18482967155161	103.19947686779471
18	103.19671069349305	103.1667897983584	103.18441020656617	103.2005958446154
19	103.19717835847527	103.16571400990942	103.18363280117165	103.19964385457455
20	103.19721737496981	103.16523471187278	103.18327514781946	103.199515033373
