Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:46:37	06:46:37	06:46:37			06:46:37	06:46:37	06:46:37	06:46:37	06:46:37	06:46:37	06:46:37	06:46:47	06:46:47	06:46:47	06:46:47	06:46:47	06:46:47			06:46:49	06:46:49		00:00:00		00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
1	06:46:49	06:46:49	06:46:49	06:46:49	06:46:49	06:46:49	06:46:49	06:46:50	06:46:50	06:46:50	06:46:50	06:46:50	06:46:58	06:46:58	06:46:58	06:46:58	06:46:58	06:46:58			06:46:59	06:46:59		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	06:47:00	06:47:00	06:47:00	06:47:00	06:47:00	06:47:00			06:47:00	06:47:00	06:47:00	06:47:00	06:47:07	06:47:07	06:47:07	06:47:07	06:47:07	06:47:07			06:47:08	06:47:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	06:47:08	06:47:08	06:47:08	06:47:08	06:47:08	06:47:08			06:47:08	06:47:08	06:47:08	06:47:08	06:47:16	06:47:16	06:47:16	06:47:16	06:47:16	06:47:16			06:47:17	06:47:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	06:47:17	06:47:17	06:47:17	06:47:17	06:47:17	06:47:17			06:47:17	06:47:17	06:47:17	06:47:17	06:47:25	06:47:25	06:47:25	06:47:25	06:47:25	06:47:25			06:47:25	06:47:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	06:47:25	06:47:25	06:47:25	06:47:25	06:47:25	06:47:25			06:47:25	06:47:25	06:47:25	06:47:25	06:47:33	06:47:33	06:47:33	06:47:33	06:47:33	06:47:33			06:47:34	06:47:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	06:47:34	06:47:34	06:47:34	06:47:34	06:47:34	06:47:34			06:47:34	06:47:34	06:47:34	06:47:34	06:47:42	06:47:42	06:47:42	06:47:42	06:47:42	06:47:42			06:47:43	06:47:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	06:47:43	06:47:43	06:47:43	06:47:43	06:47:43	06:47:43			06:47:43	06:47:43	06:47:43	06:47:43	06:47:50	06:47:50	06:47:50	06:47:50	06:47:51	06:47:51			06:47:51	06:47:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	06:47:51	06:47:51	06:47:51	06:47:51	06:47:51	06:47:51			06:47:51	06:47:51	06:47:51	06:47:51	06:47:59	06:47:59	06:47:59	06:47:59	06:47:59	06:47:59			06:48:00	06:48:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
9	06:48:00	06:48:00	06:48:00	06:48:00	06:48:00	06:48:00			06:48:00	06:48:00	06:48:00	06:48:00	06:48:09	06:48:09	06:48:09	06:48:09	06:48:09	06:48:09			06:48:09	06:48:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
