Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:19:22	07:19:22	07:19:22			07:19:22	07:19:22	07:19:22	07:19:22	07:19:22	07:19:22	07:19:22	07:19:31	07:19:31	07:19:31	07:19:31	07:19:31	07:19:31			07:19:32	07:19:32		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:33	07:19:40	07:19:40	07:19:40	07:19:40	07:19:40	07:19:40			07:19:41	07:19:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	07:19:41	07:19:41	07:19:41	07:19:41	07:19:41	07:19:41			07:19:41	07:19:41	07:19:41	07:19:41	07:19:48	07:19:48	07:19:48	07:19:48	07:19:48	07:19:48			07:19:49	07:19:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:19:49	07:19:49	07:19:49	07:19:49	07:19:49	07:19:49			07:19:49	07:19:49	07:19:49	07:19:49	07:19:56	07:19:56	07:19:56	07:19:56	07:19:56	07:19:56			07:19:56	07:19:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	07:19:56	07:19:56	07:19:56	07:19:56	07:19:56	07:19:56			07:19:56	07:19:56	07:19:56	07:19:56	07:20:03	07:20:03	07:20:03	07:20:03	07:20:03	07:20:03			07:20:04	07:20:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	07:20:04	07:20:04	07:20:04	07:20:04	07:20:04	07:20:04			07:20:04	07:20:04	07:20:04	07:20:04	07:20:11	07:20:11	07:20:11	07:20:11	07:20:11	07:20:11			07:20:12	07:20:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
6	07:20:12	07:20:12	07:20:12	07:20:12	07:20:12	07:20:12			07:20:12	07:20:12	07:20:12	07:20:12	07:20:18	07:20:18	07:20:18	07:20:18	07:20:18	07:20:18			07:20:19	07:20:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	07:20:19	07:20:19	07:20:19	07:20:19	07:20:19	07:20:19			07:20:19	07:20:19	07:20:19	07:20:19	07:20:26	07:20:26	07:20:26	07:20:26	07:20:26	07:20:26			07:20:26	07:20:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	07:20:26	07:20:26	07:20:26	07:20:26	07:20:26	07:20:26			07:20:26	07:20:26	07:20:26	07:20:26	07:20:33	07:20:33	07:20:33	07:20:33	07:20:33	07:20:33			07:20:34	07:20:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	07:20:34	07:20:34	07:20:34	07:20:34	07:20:34	07:20:34			07:20:34	07:20:34	07:20:34	07:20:34	07:20:41	07:20:41	07:20:41	07:20:41	07:20:41	07:20:41			07:20:41	07:20:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
10	07:20:41	07:20:41	07:20:41	07:20:41	07:20:41	07:20:41	07:20:41	07:20:42	07:20:42	07:20:42	07:20:42	07:20:42	07:20:48	07:20:48	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49	07:20:49			07:20:49	07:20:49	07:20:49	07:20:49	07:20:56	07:20:56	07:20:56	07:20:56	07:20:56	07:20:56			07:20:56	07:20:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
12	07:20:57	07:20:57	07:20:57	07:20:57	07:20:57	07:20:57			07:20:57	07:20:57	07:20:57	07:20:57	07:21:03	07:21:03	07:21:03	07:21:03	07:21:03	07:21:03			07:21:04	07:21:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
13	07:21:04	07:21:04	07:21:04	07:21:04	07:21:04	07:21:04			07:21:04	07:21:04	07:21:04	07:21:04	07:21:11	07:21:11	07:21:11	07:21:11	07:21:11	07:21:11			07:21:11	07:21:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
14	07:21:12	07:21:12	07:21:12	07:21:12	07:21:12	07:21:12			07:21:12	07:21:12	07:21:12	07:21:12	07:21:18	07:21:18	07:21:18	07:21:18	07:21:18	07:21:18			07:21:19	07:21:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
15	07:21:19	07:21:19	07:21:19	07:21:19	07:21:19	07:21:19			07:21:19	07:21:19	07:21:19	07:21:19	07:21:26	07:21:26	07:21:26	07:21:26	07:21:26	07:21:26			07:21:26	07:21:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
16	07:21:26	07:21:26	07:21:26	07:21:26	07:21:26	07:21:26			07:21:26	07:21:26	07:21:26	07:21:26	07:21:33	07:21:33	07:21:33	07:21:33	07:21:33	07:21:33			07:21:34	07:21:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
