ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	120.29915376919088	120.29915376919088	120.29915376919088	120.29915376919088
1	120.29981923053532	120.29854885760747	120.29952988837371	120.30051091913997
2	120.30145734302889	120.29886192242849	120.30042138673029	120.30197811390993
3	120.30318770019016	120.29867006779034	120.30130541950692	120.30387081001534
4	120.30380878043947	120.29887441847012	120.30206021870373	120.3050070140674
5	120.30437753947598	120.29790581994409	120.30200258694346	120.30569315901617
6	120.30542331205693	120.29781725471783	120.30259137900369	120.30690531763864
7	120.30570984335603	120.29678825462514	120.30222694309978	120.3070801254508
8	120.30618503174969	120.29605135020888	120.3021092829449	120.30772963040344
9	120.30694425419307	120.29590694544815	120.30222622470589	120.30792847833052
10	120.30668769883582	120.29431754047971	120.30167388654077	120.30836957403827
11	120.30728923009026	120.29418826586281	120.30164940101159	120.308537128274
12	120.3074259802643	120.29321414779865	120.30144182325516	120.30900828412881
13	120.30817626550854	120.29289709034143	120.30161324154564	120.30959683447931
14	120.30739592978486	120.29200884533913	120.30111515276022	120.30938058696309
15	120.30840560790928	120.29131583806634	120.30115097208598	120.30964199954454
16	120.3084812510148	120.29138055926576	120.30130840586429	120.30979650442812
17	120.3081022124357	120.29045936183329	120.30088167625428	120.3099062443242
18	120.30789969148648	120.2892722483777	120.30041858830981	120.31004495664666
19	120.30660957081872	120.287998157461	120.29972539642705	120.3098795213073
20	120.30888836694507	120.28786719448294	120.29989619169127	120.31027790238514
