ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.76944376182647	133.76944376182647	133.76944376182647	133.76944376182647
1	133.7745564750984	133.77129759168463	133.77313187812658	133.77496616456853
2	133.7791340728151	133.77314999237407	133.7767439798389	133.78031579795567
3	133.78151822900833	133.77360942203737	133.77805932885715	133.78237550645048
4	133.7823206243407	133.77245702785766	133.7784932155969	133.7842144243748
5	133.78411626885804	133.77193832743666	133.77899129785655	133.78559847485434
6	133.78644114522814	133.77226446988797	133.78023663871127	133.78757061927587
7	133.78623705362654	133.77145126167892	133.78018593104863	133.78841625591923
8	133.7892763639495	133.77202302372862	133.78170989293332	133.7906043651605
9	133.78828009509493	133.77035208220744	133.78074545124508	133.79014392286655
10	133.7899622727834	133.76995239354704	133.78116306878988	133.79117389054048
11	133.7894874617925	133.76861868722784	133.78090764236205	133.79203714422906
12	133.78914136680729	133.7676639951497	133.78034808276584	133.7916054738103
13	133.789602861941	133.76676876536553	133.7802680734259	133.79210665975228
14	133.7890228729442	133.76538041280122	133.77956707026564	133.7920420122956
15	133.79018647876256	133.76421475707437	133.77949286362065	133.7927280489668
16	133.7905136567519	133.76339992203174	133.7792711893879	133.7933664589614
17	133.7914209183877	133.76230074637553	133.77893022704856	133.79405263532112
18	133.7918071233453	133.76177829630785	133.77862786450478	133.79410191280925
19	133.7921445689416	133.76099736374343	133.7783849110878	133.79428993192968
20	133.79242462052778	133.7606598301668	133.77840388713997	133.79465718788612
