Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.68388888888889	0.0	0.0	0.0
1	70.4375	0.0	0.0	0.0
2	70.25055555555555	0.0	0.0	0.0
3	70.12444444444445	0.0	0.0	0.0
4	70.10638888888889	0.0	0.0	0.0
5	70.00305555555556	0.0	0.0	0.0
6	69.93722222222222	0.0	0.0	0.0
7	69.93916666666667	0.0	0.0	0.0
8	69.80472222222222	0.0	0.0	0.0
9	69.83027777777778	0.0	0.0	0.0
10	69.76722222222222	0.0	0.0	0.0
11	69.78611111111111	0.0	0.0	0.0
12	69.8	0.0	0.0	0.0
13	69.7713888888889	0.0	0.0	0.0
14	69.78972222222222	0.0	0.0	0.0
15	69.75277777777778	0.0	0.0	0.0
16	69.74833333333333	0.0	0.0	0.0
17	69.67583333333333	0.0	0.0	0.0
18	69.66388888888889	0.0	0.0	0.0
19	69.655	0.0	0.0	0.0
20	69.61777777777777	0.0	0.0	0.0
