Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:21:20	04:21:20	04:21:20			04:21:20	04:21:21	04:21:21	04:21:21	04:21:21	04:21:21	04:21:21	04:21:32	04:21:32	04:21:32	04:21:32	04:21:32	04:21:32			04:21:35	04:21:35		00:00:00		00:00:00	00:00:01	00:00:00	00:00:10	00:00:00	00:00:00		00:00:02	00:00:14
1	04:21:35	04:21:35	04:21:35	04:21:35	04:21:35	04:21:35	04:21:35	04:21:36	04:21:36	04:21:36	04:21:36	04:21:36	04:21:43	04:21:43	04:21:43	04:21:43	04:21:43	04:21:43			04:21:45	04:21:45		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	04:21:45	04:21:45	04:21:45	04:21:45	04:21:45	04:21:45			04:21:45	04:21:45	04:21:45	04:21:45	04:21:52	04:21:52	04:21:52	04:21:52	04:21:52	04:21:52			04:21:53	04:21:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	04:21:53	04:21:53	04:21:53	04:21:53	04:21:53	04:21:53			04:21:53	04:21:53	04:21:53	04:21:53	04:22:01	04:22:01	04:22:01	04:22:01	04:22:01	04:22:01			04:22:01	04:22:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	04:22:01	04:22:01	04:22:01	04:22:01	04:22:01	04:22:01			04:22:02	04:22:02	04:22:02	04:22:02	04:22:09	04:22:09	04:22:09	04:22:09	04:22:09	04:22:09			04:22:09	04:22:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
5	04:22:09	04:22:09	04:22:09	04:22:09	04:22:10	04:22:10			04:22:10	04:22:10	04:22:10	04:22:10	04:22:17	04:22:17	04:22:17	04:22:17	04:22:17	04:22:17			04:22:18	04:22:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	04:22:18	04:22:18	04:22:18	04:22:18	04:22:18	04:22:18			04:22:18	04:22:18	04:22:18	04:22:18	04:22:25	04:22:25	04:22:25	04:22:25	04:22:25	04:22:25			04:22:26	04:22:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	04:22:26	04:22:26	04:22:26	04:22:26	04:22:26	04:22:26			04:22:26	04:22:26	04:22:26	04:22:26	04:22:34	04:22:34	04:22:34	04:22:34	04:22:34	04:22:34			04:22:34	04:22:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	04:22:34	04:22:34	04:22:34	04:22:34	04:22:34	04:22:34			04:22:34	04:22:34	04:22:34	04:22:34	04:22:43	04:22:43	04:22:43	04:22:43	04:22:43	04:22:43			04:22:43	04:22:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
9	04:22:44	04:22:44	04:22:44	04:22:44	04:22:44	04:22:44			04:22:44	04:22:44	04:22:44	04:22:44	04:22:52	04:22:52	04:22:52	04:22:52	04:22:52	04:22:52			04:22:52	04:22:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
10	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:22:53	04:23:03	04:23:03	04:23:03	04:23:03	04:23:03	04:23:03	04:23:04	04:23:04	04:23:05	04:23:05		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00	00:00:00	00:00:01	00:00:12
11	04:23:05	04:23:05	04:23:05	04:23:05	04:23:05	04:23:05			04:23:05	04:23:05	04:23:05	04:23:05	04:23:13	04:23:13	04:23:13	04:23:13	04:23:13	04:23:13			04:23:14	04:23:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
12	04:23:14	04:23:14	04:23:14	04:23:14	04:23:14	04:23:14			04:23:14	04:23:14	04:23:14	04:23:14	04:23:22	04:23:22	04:23:22	04:23:22	04:23:22	04:23:22			04:23:23	04:23:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
13	04:23:23	04:23:23	04:23:23	04:23:23	04:23:23	04:23:23			04:23:23	04:23:23	04:23:23	04:23:23	04:23:31	04:23:31	04:23:31	04:23:31	04:23:31	04:23:31			04:23:32	04:23:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
14	04:23:32	04:23:32	04:23:32	04:23:32	04:23:32	04:23:32			04:23:32	04:23:32	04:23:32	04:23:32	04:23:40	04:23:40	04:23:40	04:23:40	04:23:40	04:23:40			04:23:41	04:23:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
15	04:23:41	04:23:41	04:23:41	04:23:41	04:23:41	04:23:41			04:23:41	04:23:41	04:23:41	04:23:41	04:23:48	04:23:48	04:23:48	04:23:48	04:23:48	04:23:48			04:23:49	04:23:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
16	04:23:49	04:23:49	04:23:49	04:23:49	04:23:49	04:23:49			04:23:49	04:23:49	04:23:49	04:23:49	04:23:57	04:23:57	04:23:57	04:23:57	04:23:57	04:23:57			04:23:57	04:23:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
17	04:23:57	04:23:57	04:23:57	04:23:57	04:23:57	04:23:57			04:23:57	04:23:57	04:23:57	04:23:57	04:24:05	04:24:05	04:24:05	04:24:05	04:24:05	04:24:05			04:24:05	04:24:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
18	04:24:05	04:24:05	04:24:05	04:24:05	04:24:05	04:24:05			04:24:05	04:24:05	04:24:06	04:24:06	04:24:12	04:24:12	04:24:13	04:24:13	04:24:13	04:24:13			04:24:13	04:24:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
19	04:24:13	04:24:13	04:24:13	04:24:13	04:24:13	04:24:13			04:24:13	04:24:13	04:24:13	04:24:13	04:24:20	04:24:20	04:24:20	04:24:20	04:24:20	04:24:20			04:24:21	04:24:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
20	04:24:21	04:24:21	04:24:21	04:24:21	04:24:21	04:24:21	04:24:21	04:24:22	04:24:22	04:24:22	04:24:22	04:24:22	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30	04:24:30		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00	00:00:00	00:00:00	00:00:09
