Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	517.1927777777778	0.0	0.0	0.0
1	500.9091666666667	0.0	0.0	0.0
2	489.60833333333335	0.0	0.0	0.0
3	482.93333333333334	0.0	0.0	0.0
4	478.33472222222224	0.0	0.0	0.0
5	474.30805555555554	0.0	0.0	0.0
6	471.8388888888889	0.0	0.0	0.0
7	469.1622222222222	0.0	0.0	0.0
8	466.7944444444444	0.0	0.0	0.0
9	465.22305555555556	0.0	0.0	0.0
10	465.05944444444447	0.0	0.0	0.0
11	463.7863888888889	0.0	0.0	0.0
12	463.35083333333336	0.0	0.0	0.0
13	462.8613888888889	0.0	0.0	0.0
14	461.83194444444445	0.0	0.0	0.0
15	460.55944444444447	0.0	0.0	0.0
16	460.5830555555556	0.0	0.0	0.0
17	460.46694444444444	0.0	0.0	0.0
18	460.93055555555554	0.0	0.0	0.0
19	460.6302777777778	0.0	0.0	0.0
20	461.45194444444445	0.0	0.0	0.0
