Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	154.1875	0.0	0.0	0.0
1	152.62166666666667	0.0	0.0	0.0
2	151.59666666666666	0.0	0.0	0.0
3	150.98083333333332	0.0	0.0	0.0
4	150.48055555555555	0.0	0.0	0.0
5	150.175	0.0	0.0	0.0
6	149.88333333333333	0.0	0.0	0.0
7	149.52805555555557	0.0	0.0	0.0
8	149.34944444444446	0.0	0.0	0.0
9	149.4272222222222	0.0	0.0	0.0
10	149.18	0.0	0.0	0.0
11	149.0975	0.0	0.0	0.0
12	149.23666666666668	0.0	0.0	0.0
13	149.11194444444445	0.0	0.0	0.0
14	149.00333333333333	0.0	0.0	0.0
15	148.92361111111111	0.0	0.0	0.0
16	148.9963888888889	0.0	0.0	0.0
17	149.04638888888888	0.0	0.0	0.0
18	148.82555555555555	0.0	0.0	0.0
19	148.93166666666667	0.0	0.0	0.0
20	148.93166666666667	0.0	0.0	0.0
