Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	992.3413888888889	0.0	0.0	0.0
1	861.8930555555555	0.0	0.0	0.0
2	767.6352777777778	0.0	0.0	0.0
3	699.1688888888889	0.0	0.0	0.0
4	648.5183333333333	0.0	0.0	0.0
5	615.9508333333333	0.0	0.0	0.0
6	599.4016666666666	0.0	0.0	0.0
7	592.9880555555555	0.0	0.0	0.0
8	568.7741666666667	0.0	0.0	0.0
9	572.7444444444444	0.0	0.0	0.0
10	553.0988888888888	0.0	0.0	0.0
11	549.0461111111111	0.0	0.0	0.0
12	541.1427777777777	0.0	0.0	0.0
13	539.445	0.0	0.0	0.0
14	523.6044444444444	0.0	0.0	0.0
15	537.3202777777777	0.0	0.0	0.0
16	536.3516666666667	0.0	0.0	0.0
17	538.8416666666667	0.0	0.0	0.0
18	512.2347222222222	0.0	0.0	0.0
19	530.4969444444445	0.0	0.0	0.0
20	523.2319444444445	0.0	0.0	0.0
