ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	105.09749499261359	105.09749499261359	105.09749499261359	105.09749499261359
1	110.27300381868162	108.01171821031276	109.15657869817976	110.30143918604679
2	113.58013837573479	110.18310773506472	111.96889884823362	113.73887861475177
3	115.99098702531563	111.44037008224998	113.79065650060504	116.08814999517298
4	117.77317959389147	112.54785406168133	115.23557933099495	117.82675038900925
5	118.95671246410491	113.13687958803457	116.28627979292534	119.21497202704276
6	119.45678783389587	113.397691159976	116.71662283212568	119.78009600136669
7	119.8460615650483	113.532235981408	117.20370928228779	120.45722713081496
8	120.4019092682731	113.45585157147305	117.40176499580146	120.88255681800852
9	120.5558909803971	113.23070360906706	117.43689120309784	121.04463014089526
10	120.9958477155163	113.14143694003023	117.73433729326295	121.58846033095661
11	121.25020167334591	113.00597580785869	117.78675212311548	121.78397026221342
12	121.3440588290467	112.83047283860975	117.86059597156998	122.09253591859084
13	121.54416224822695	112.55068881302849	117.85497186615532	122.25631235135747
14	121.9469932721595	112.52738578426137	118.02322658129555	122.4147348309752
15	121.46846634714272	112.41265743278456	118.04285662816187	122.55831511830402
16	121.37174891040861	112.00435813315988	117.79888530596483	122.59007199632774
17	121.49568529525651	111.5537897887359	117.50935624860018	122.35452298229335
18	122.35743864257819	111.57153439511256	117.82630001846073	123.03034132026859
19	121.70757703795746	111.32632462315993	117.54713460176905	122.58749689451548
20	121.93478145377294	111.20594708786592	117.45909510659176	122.57751285890818
