ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2017.3333333333333	2017.3333333333333	
1	2040.0	2040.0	
2	2062.6666666666665	2062.6666666666665	
3	2086.6666666666665	2086.6666666666665	
4	2102.3333333333335	2102.3333333333335	
5	2120.0	2120.0	
6	2128.0	2128.0	
7	2139.6666666666665	2139.6666666666665	
8	2156.3333333333335	2156.3333333333335	
9	2161.3333333333335	2161.3333333333335	
10	2180.3333333333335	2180.3333333333335	
11	2193.6666666666665	2193.6666666666665	
12	2198.3333333333335	2198.3333333333335	
13	2209.0	2209.0	
14	2201.0	2201.0	
15	2227.0	2227.0	
16	2230.3333333333335	2230.3333333333335	
17	2217.6666666666665	2217.6666666666665	
18	2219.0	2219.0	
19	2225.6666666666665	2225.6666666666665	
20	2224.6666666666665	2224.6666666666665	
