Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	269.1769444444444	0.0	0.0	0.0
1	228.42361111111111	0.0	0.0	0.0
2	208.30583333333334	0.0	0.0	0.0
3	192.62222222222223	0.0	0.0	0.0
4	183.88083333333333	0.0	0.0	0.0
5	174.2425	0.0	0.0	0.0
6	168.33333333333334	0.0	0.0	0.0
7	167.44083333333333	0.0	0.0	0.0
8	165.92111111111112	0.0	0.0	0.0
9	164.18805555555556	0.0	0.0	0.0
10	163.2836111111111	0.0	0.0	0.0
11	159.4177777777778	0.0	0.0	0.0
12	160.1211111111111	0.0	0.0	0.0
13	160.88805555555555	0.0	0.0	0.0
14	159.98055555555555	0.0	0.0	0.0
15	161.1938888888889	0.0	0.0	0.0
16	157.10861111111112	0.0	0.0	0.0
17	158.5775	0.0	0.0	0.0
18	158.48305555555555	0.0	0.0	0.0
19	159.83972222222224	0.0	0.0	0.0
20	157.41	0.0	0.0	0.0
