ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2017.3333333333333	2017.3333333333333	
1	2026.6666666666667	2026.6666666666667	
2	2037.3333333333333	2037.3333333333333	
3	2045.0	2045.0	
4	2049.0	2049.0	
5	2053.3333333333335	2053.3333333333335	
6	2060.6666666666665	2060.6666666666665	
7	2063.3333333333335	2063.3333333333335	
8	2069.0	2069.0	
9	2068.3333333333335	2068.3333333333335	
10	2069.3333333333335	2069.3333333333335	
11	2071.6666666666665	2071.6666666666665	
12	2077.0	2077.0	
13	2077.3333333333335	2077.3333333333335	
14	2073.0	2073.0	
15	2077.3333333333335	2077.3333333333335	
16	2083.6666666666665	2083.6666666666665	
17	2084.0	2084.0	
18	2085.0	2085.0	
19	2090.6666666666665	2090.6666666666665	
20	2087.3333333333335	2087.3333333333335	
