ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	128.7114448493693	128.7114448493693	128.7114448493693	128.7114448493693
1	129.85634154963122	129.45635320550855	129.66155363571448	129.86675406592042
2	130.39542606595097	129.8039803823412	130.1052840169529	130.40843962622367
3	130.80750053386683	130.0631279888257	130.45005283902452	130.82670124779796
4	131.01958938422706	130.19106727038195	130.62113983974268	131.04019550426747
5	131.2584149898444	130.3237460129628	130.82897959401797	131.30023856572254
6	131.40360825223652	130.39969347010182	130.93869195767996	131.43622419703087
7	131.43223056333832	130.404492432059	130.98772112016226	131.5004995617926
8	131.45180815061173	130.35214625684958	130.9723751656222	131.5112429661034
9	131.51141758988004	130.36013542100505	131.0263479133437	131.60430594557306
10	131.52437843562052	130.3082035202362	131.00351855525463	131.59950726855587
11	131.6250862961294	130.3472344758842	131.0611335944015	131.6758581508151
12	131.62852666542872	130.32885465155667	131.0726466069456	131.70608372140214
13	131.60334197638034	130.31242835658037	131.0681462894863	131.70471363429306
14	131.64684457153697	130.27586542539842	131.0845385272257	131.75728332809226
15	131.61906821623631	130.23547073322206	131.06371229261708	131.7368720068825
16	131.6919029229632	130.26259423300854	131.09731337925248	131.78946690235904
17	131.66936197871863	130.21435363435754	131.07114722794145	131.77052612707968
18	131.66680466274798	130.19319520371897	131.0560707174674	131.75039315501803
19	131.62083200726778	130.17210296586575	131.05106242941235	131.7452953679091
20	131.6859401226933	130.1701997441499	131.0527215401538	131.77234216302753
