Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:52:44	05:52:44	05:52:44			05:52:44	05:52:44	05:52:44	05:52:44	05:52:44	05:52:44	05:52:44	05:52:53	05:52:53	05:52:53	05:52:53	05:52:53	05:52:53			05:52:55	05:52:55		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:52:55	05:53:03	05:53:03	05:53:03	05:53:03	05:53:03	05:53:03			05:53:05	05:53:05		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:02	00:00:09
2	05:53:05	05:53:05	05:53:05	05:53:05	05:53:05	05:53:05			05:53:05	05:53:05	05:53:05	05:53:05	05:53:12	05:53:12	05:53:13	05:53:13	05:53:13	05:53:13			05:53:14	05:53:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:08
3	05:53:14	05:53:14	05:53:14	05:53:14	05:53:14	05:53:14			05:53:14	05:53:14	05:53:14	05:53:14	05:53:21	05:53:21	05:53:21	05:53:21	05:53:21	05:53:21			05:53:21	05:53:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	05:53:22	05:53:22	05:53:22	05:53:22	05:53:22	05:53:22			05:53:22	05:53:22	05:53:22	05:53:22	05:53:28	05:53:28	05:53:28	05:53:28	05:53:28	05:53:28			05:53:29	05:53:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:53:29	05:53:29	05:53:29	05:53:29	05:53:29	05:53:29			05:53:29	05:53:29	05:53:29	05:53:29	05:53:36	05:53:36	05:53:36	05:53:36	05:53:36	05:53:36			05:53:36	05:53:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	05:53:36	05:53:36	05:53:36	05:53:36	05:53:36	05:53:36			05:53:36	05:53:36	05:53:36	05:53:36	05:53:42	05:53:42	05:53:42	05:53:42	05:53:42	05:53:42			05:53:43	05:53:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	05:53:43	05:53:43	05:53:43	05:53:43	05:53:43	05:53:43			05:53:43	05:53:43	05:53:43	05:53:43	05:53:50	05:53:50	05:53:50	05:53:50	05:53:50	05:53:50			05:53:50	05:53:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	05:53:51	05:53:51	05:53:51	05:53:51	05:53:51	05:53:51			05:53:51	05:53:51	05:53:51	05:53:51	05:53:57	05:53:57	05:53:57	05:53:57	05:53:57	05:53:57			05:53:57	05:53:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:53:58	05:53:58	05:53:58	05:53:58	05:53:58	05:53:58			05:53:58	05:53:58	05:53:58	05:53:58	05:54:04	05:54:04	05:54:04	05:54:04	05:54:04	05:54:04			05:54:04	05:54:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
