ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	101.864380181184	101.864380181184	101.864380181184	101.864380181184
1	101.86603179609038	101.86390517397795	101.86567986115625	101.86745454833458
2	101.86973737889976	101.86501542214025	101.86759178577402	101.87015740182053
3	101.87190584177213	101.86494336467804	101.86934153186074	101.87361635798023
4	101.87173881264052	101.86164370908718	101.86814252362734	101.87422963448218
5	101.87425902495136	101.86186050418468	101.86895408752464	101.87552154317581
6	101.87563172943727	101.86129056712693	101.87016640394476	101.87812542872999
7	101.87541423791303	101.85904600772827	101.86935909290332	101.87889137670383
8	101.87576702836212	101.85668873240932	101.86823334048528	101.87879454735821
9	101.87896721549691	101.85615351642377	101.86899759157087	101.88049069787978
10	101.87746653678914	101.85359510241341	101.86829170562875	101.88135478484071
11	101.87963590586048	101.85187962812803	101.86816424743297	101.88234291983942
12	101.88001764791977	101.84948871563695	101.86740540476247	101.88294579749054
13	101.88220832458498	101.8496511115094	101.86810556200895	101.88389122875824
14	101.88083865126113	101.84801236288595	101.86736092330304	101.88358460528848
15	101.88124816724947	101.84776524222603	101.86744990796396	101.88412066709861
16	101.88119854827292	101.84662783855636	101.86711235035983	101.88442848182488
17	101.88017355342834	101.84483935551215	101.86631794372094	101.8842188936438
18	101.88270737956923	101.84418142779404	101.86670795435676	101.88586666345037
19	101.88349335485424	101.84394788818796	101.86673369074038	101.88580787397787
20	101.8795762905439	101.84092456328389	101.86528523421224	101.88561574325065
