Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:50:10	06:50:10	06:50:10			06:50:10	06:50:10	06:50:10	06:50:10	06:50:10	06:50:10	06:50:10	06:50:21	06:50:21	06:50:21	06:50:21	06:50:21	06:50:21			06:50:22	06:50:22		00:00:00		00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:12
1	06:50:23	06:50:23	06:50:23	06:50:23	06:50:23	06:50:23	06:50:23	06:50:24	06:50:24	06:50:24	06:50:24	06:50:24	06:50:33	06:50:33	06:50:33	06:50:33	06:50:33	06:50:33			06:50:34	06:50:34		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
2	06:50:34	06:50:34	06:50:34	06:50:34	06:50:34	06:50:34			06:50:34	06:50:34	06:50:35	06:50:35	06:50:43	06:50:43	06:50:43	06:50:43	06:50:43	06:50:43			06:50:44	06:50:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
3	06:50:44	06:50:44	06:50:44	06:50:44	06:50:44	06:50:44			06:50:44	06:50:44	06:50:44	06:50:44	06:50:52	06:50:52	06:50:52	06:50:52	06:50:52	06:50:52			06:50:53	06:50:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
4	06:50:53	06:50:53	06:50:53	06:50:53	06:50:53	06:50:53			06:50:53	06:50:53	06:50:53	06:50:53	06:51:01	06:51:01	06:51:01	06:51:01	06:51:01	06:51:01			06:51:02	06:51:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
5	06:51:02	06:51:02	06:51:02	06:51:02	06:51:02	06:51:02			06:51:02	06:51:02	06:51:02	06:51:02	06:51:10	06:51:10	06:51:10	06:51:10	06:51:10	06:51:10			06:51:11	06:51:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
6	06:51:11	06:51:11	06:51:11	06:51:11	06:51:11	06:51:11			06:51:11	06:51:11	06:51:11	06:51:11	06:51:19	06:51:19	06:51:19	06:51:19	06:51:19	06:51:19			06:51:20	06:51:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
7	06:51:20	06:51:20	06:51:20	06:51:20	06:51:20	06:51:20			06:51:20	06:51:20	06:51:20	06:51:20	06:51:28	06:51:28	06:51:28	06:51:28	06:51:28	06:51:28			06:51:29	06:51:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:08
8	06:51:29	06:51:29	06:51:29	06:51:29	06:51:29	06:51:29			06:51:29	06:51:29	06:51:29	06:51:29	06:51:36	06:51:36	06:51:37	06:51:37	06:51:37	06:51:37			06:51:37	06:51:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	06:51:37	06:51:37	06:51:37	06:51:37	06:51:37	06:51:37			06:51:37	06:51:37	06:51:37	06:51:37	06:51:45	06:51:45	06:51:45	06:51:45	06:51:45	06:51:45			06:51:45	06:51:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
