Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	13:28:24	13:28:24	13:28:24			13:28:24	13:28:24	13:28:25	13:28:25	13:28:25	13:28:25	13:28:25	13:28:37	13:28:37	13:28:37	13:28:37	13:28:38	13:28:38			13:28:40	13:28:40		00:00:00		00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:02	00:00:16
1	13:28:41	13:28:41	13:28:41	13:28:41	13:28:43	13:28:43	13:28:43	13:28:44	13:28:44	13:28:44	13:28:44	13:28:44	13:28:54	13:28:54	13:28:54	13:28:54	13:28:54	13:28:54			13:28:56	13:28:56		00:00:00	00:00:01	00:00:00	00:00:01	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:14
2	13:28:56	13:28:56	13:28:56	13:28:56	13:28:57	13:28:57			13:28:57	13:28:57	13:28:57	13:28:57	13:29:05	13:29:05	13:29:05	13:29:05	13:29:05	13:29:05			13:29:07	13:29:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
3	13:29:07	13:29:07	13:29:07	13:29:07	13:29:07	13:29:07			13:29:07	13:29:07	13:29:07	13:29:07	13:29:17	13:29:17	13:29:17	13:29:17	13:29:17	13:29:17			13:29:17	13:29:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
4	13:29:18	13:29:18	13:29:18	13:29:18	13:29:18	13:29:18			13:29:18	13:29:18	13:29:18	13:29:18	13:29:27	13:29:27	13:29:27	13:29:27	13:29:27	13:29:27			13:29:28	13:29:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
5	13:29:29	13:29:29	13:29:29	13:29:29	13:29:29	13:29:29			13:29:29	13:29:29	13:29:29	13:29:29	13:29:38	13:29:38	13:29:38	13:29:38	13:29:38	13:29:38			13:29:38	13:29:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
6	13:29:38	13:29:38	13:29:38	13:29:38	13:29:39	13:29:39			13:29:39	13:29:39	13:29:39	13:29:39	13:29:47	13:29:47	13:29:47	13:29:47	13:29:47	13:29:47			13:29:48	13:29:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
7	13:29:48	13:29:48	13:29:48	13:29:48	13:29:48	13:29:48			13:29:48	13:29:48	13:29:48	13:29:48	13:29:57	13:29:57	13:29:57	13:29:57	13:29:57	13:29:57			13:29:58	13:29:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
8	13:29:58	13:29:58	13:29:58	13:29:58	13:29:58	13:29:58			13:29:58	13:29:58	13:29:58	13:29:58	13:30:07	13:30:07	13:30:07	13:30:07	13:30:07	13:30:07			13:30:09	13:30:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:11
9	13:30:10	13:30:10	13:30:10	13:30:10	13:30:10	13:30:10			13:30:10	13:30:10	13:30:10	13:30:10	13:30:19	13:30:19	13:30:19	13:30:19	13:30:19	13:30:19			13:30:20	13:30:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
10	13:30:20	13:30:20	13:30:20	13:30:20	13:30:20	13:30:20	13:30:20	13:30:21	13:30:21	13:30:21	13:30:21	13:30:21	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32	13:30:33	13:30:33		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:12
11	13:30:34	13:30:34	13:30:34	13:30:34	13:30:34	13:30:34			13:30:34	13:30:34	13:30:34	13:30:34	13:30:42	13:30:42	13:30:42	13:30:42	13:30:42	13:30:42			13:30:43	13:30:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
12	13:30:43	13:30:43	13:30:43	13:30:43	13:30:43	13:30:43			13:30:43	13:30:43	13:30:44	13:30:44	13:30:52	13:30:52	13:30:52	13:30:52	13:30:52	13:30:52			13:30:53	13:30:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
13	13:30:53	13:30:53	13:30:53	13:30:53	13:30:53	13:30:53			13:30:53	13:30:53	13:30:53	13:30:53	13:31:02	13:31:02	13:31:02	13:31:02	13:31:02	13:31:02			13:31:03	13:31:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
14	13:31:03	13:31:03	13:31:03	13:31:03	13:31:03	13:31:03			13:31:03	13:31:03	13:31:03	13:31:03	13:31:12	13:31:12	13:31:12	13:31:12	13:31:12	13:31:12			13:31:13	13:31:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
15	13:31:13	13:31:13	13:31:13	13:31:13	13:31:13	13:31:13			13:31:13	13:31:13	13:31:13	13:31:13	13:31:21	13:31:21	13:31:21	13:31:21	13:31:21	13:31:21			13:31:22	13:31:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
16	13:31:22	13:31:22	13:31:22	13:31:22	13:31:22	13:31:22			13:31:22	13:31:22	13:31:22	13:31:22	13:31:31	13:31:31	13:31:31	13:31:31	13:31:31	13:31:31			13:31:32	13:31:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
17	13:31:33	13:31:33	13:31:33	13:31:33	13:31:33	13:31:33			13:31:33	13:31:33	13:31:33	13:31:33	13:31:41	13:31:41	13:31:41	13:31:41	13:31:41	13:31:41			13:31:42	13:31:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
18	13:31:42	13:31:42	13:31:42	13:31:42	13:31:42	13:31:42			13:31:42	13:31:42	13:31:42	13:31:42	13:31:50	13:31:50	13:31:50	13:31:50	13:31:50	13:31:50			13:31:51	13:31:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
19	13:31:51	13:31:51	13:31:51	13:31:51	13:31:51	13:31:51			13:31:51	13:31:51	13:31:51	13:31:51	13:32:00	13:32:00	13:32:00	13:32:00	13:32:00	13:32:00			13:32:01	13:32:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
20	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:01	13:32:09	13:32:09	13:32:09	13:32:09	13:32:09	13:32:09	13:32:09	13:32:09	13:32:10	13:32:10		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
