ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.4438135500557	132.4438135500557	132.4438135500557	132.4438135500557
1	132.44401138246735	132.44391641757167	132.44400708044301	132.44409774331436
2	132.44383758012927	132.4435868276715	132.44379694770868	132.44401738737835
3	132.44447225220537	132.44378416657597	132.44427643354936	132.4447423167336
4	132.44473827887356	132.44371896371464	132.44430419979258	132.44487283188403
5	132.44497762660066	132.443796070798	132.44454000316773	132.44525284670158
6	132.44503663206433	132.44351537925186	132.4444813941999	132.4453982958798
7	132.44518446306824	132.44328168701358	132.44439174651563	132.44538686960573
8	132.44533334256687	132.44326939733145	132.4444798422747	132.44559305863586
9	132.44514458909165	132.44290163199594	132.4442943451245	132.44559099573232
10	132.44537955013706	132.44279284275504	132.44433341315246	132.44569558753852
11	132.44557045303293	132.44266805740736	132.44439642863807	132.44586414642728
12	132.44556815289314	132.44254243047823	132.44434088302694	132.44589465835546
13	132.44577636536607	132.44252711614283	132.44438221883527	132.44600889491187
14	132.4458299363616	132.4424511572613	132.44442310236684	132.4460431162364
15	132.44582270223708	132.44231373440272	132.44434428691403	132.44600023586082
16	132.4456858937867	132.4421609004734	132.4442714228901	132.44595635286535
17	132.44558952395502	132.44193145577464	132.44420968481057	132.4459637029018
18	132.44595032093463	132.44189663663334	132.44428653389906	132.44606661288282
19	132.44569430296218	132.44176156935941	132.44418672139153	132.44598832972332
20	132.44523240817014	132.44140759397695	132.44405158718456	132.4459867888574
