Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	70.47222222222223	0.0	0.0	0.0
1	69.97972222222222	0.0	0.0	0.0
2	69.86611111111111	0.0	0.0	0.0
3	69.73277777777778	0.0	0.0	0.0
4	69.64555555555556	0.0	0.0	0.0
5	69.5111111111111	0.0	0.0	0.0
6	69.4625	0.0	0.0	0.0
7	69.45777777777778	0.0	0.0	0.0
8	69.38111111111111	0.0	0.0	0.0
9	69.34	0.0	0.0	0.0
10	69.32861111111112	0.0	0.0	0.0
11	69.35972222222222	0.0	0.0	0.0
12	69.36416666666666	0.0	0.0	0.0
13	69.28055555555555	0.0	0.0	0.0
14	69.28305555555555	0.0	0.0	0.0
15	69.26472222222222	0.0	0.0	0.0
16	69.27722222222222	0.0	0.0	0.0
17	69.21777777777778	0.0	0.0	0.0
18	69.2213888888889	0.0	0.0	0.0
19	69.21222222222222	0.0	0.0	0.0
20	69.21888888888888	0.0	0.0	0.0
