ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.73494715525354	133.73494715525354	133.73494715525354	133.73494715525354
1	133.74521409509074	133.74165083801387	133.74353965814822	133.74542847828252
2	133.74699279847718	133.74163223873867	133.74503272810253	133.7484012122959
3	133.75014821213873	133.7420064488375	133.746791560893	133.75145437745238
4	133.7519878315914	133.74124607836006	133.74747049846084	133.7535086509804
5	133.75435403348902	133.74181677311307	133.74873919863307	133.75532595399167
6	133.75599203719287	133.74146016143314	133.74945837589607	133.757086712814
7	133.75588227150288	133.74003063655255	133.74885437850836	133.75707610734227
8	133.75762433206054	133.74003345427326	133.74988534534643	133.7590220356925
9	133.7583824950935	133.74076495818784	133.75073246572475	133.7598404668695
10	133.75829507609438	133.73958047840412	133.75033451048762	133.76000261217433
11	133.75789166372303	133.73814757403466	133.74962248432283	133.75998979845897
12	133.75822078111284	133.73687432596915	133.74941676503218	133.76073560246408
13	133.75954927737325	133.73576427399013	133.74918040124783	133.76120653853374
14	133.75938242654783	133.73542594178878	133.749505783684	133.76209350109514
15	133.75959616640532	133.73444324044013	133.7489644624746	133.76192844750278
16	133.7598630153945	133.73380059947385	133.74904372453693	133.76251243330654
17	133.76124042330125	133.73268199651383	133.74865784413424	133.76281198964554
18	133.76094111400732	133.73262529718718	133.74884245904238	133.76318271794048
19	133.76108686765528	133.73209084791134	133.74845594788098	133.7630383073461
20	133.7609880122598	133.73188780119844	133.74866593848571	133.7632326560222
