Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:09:37	06:09:37	06:09:37			06:09:37	06:09:37	06:09:37	06:09:37	06:09:37	06:09:37	06:09:37	06:09:45	06:09:45	06:09:45	06:09:45	06:09:45	06:09:45			06:09:47	06:09:47		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:47	06:09:54	06:09:54	06:09:54	06:09:54	06:09:54	06:09:54			06:09:55	06:09:55		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	06:09:55	06:09:55	06:09:55	06:09:55	06:09:55	06:09:55			06:09:55	06:09:55	06:09:55	06:09:55	06:10:01	06:10:01	06:10:01	06:10:01	06:10:01	06:10:01			06:10:02	06:10:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:10:02	06:10:02	06:10:02	06:10:02	06:10:02	06:10:02			06:10:02	06:10:02	06:10:02	06:10:02	06:10:09	06:10:09	06:10:09	06:10:09	06:10:09	06:10:09			06:10:09	06:10:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:10:09	06:10:09	06:10:09	06:10:09	06:10:09	06:10:09			06:10:09	06:10:09	06:10:09	06:10:09	06:10:16	06:10:16	06:10:16	06:10:16	06:10:16	06:10:16			06:10:16	06:10:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	06:10:16	06:10:16	06:10:16	06:10:16	06:10:16	06:10:16			06:10:16	06:10:16	06:10:16	06:10:16	06:10:23	06:10:23	06:10:23	06:10:23	06:10:23	06:10:23			06:10:24	06:10:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:10:24	06:10:24	06:10:24	06:10:24	06:10:24	06:10:24			06:10:24	06:10:24	06:10:24	06:10:24	06:10:30	06:10:30	06:10:30	06:10:30	06:10:30	06:10:30			06:10:31	06:10:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:10:31	06:10:31	06:10:31	06:10:31	06:10:31	06:10:31			06:10:31	06:10:31	06:10:31	06:10:31	06:10:37	06:10:37	06:10:37	06:10:37	06:10:37	06:10:37			06:10:38	06:10:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	06:10:38	06:10:38	06:10:38	06:10:38	06:10:38	06:10:38			06:10:38	06:10:38	06:10:38	06:10:38	06:10:44	06:10:44	06:10:44	06:10:44	06:10:44	06:10:44			06:10:44	06:10:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:10:44	06:10:44	06:10:44	06:10:44	06:10:44	06:10:44			06:10:44	06:10:44	06:10:44	06:10:44	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51			06:10:51	06:10:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:51	06:10:58	06:10:58	06:10:58	06:10:58	06:10:58	06:10:58	06:10:58	06:10:58	06:10:59	06:10:59		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
