Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	13:24:15	13:24:15	13:24:17			13:24:17	13:24:17	13:24:17	13:24:18	13:24:18	13:24:18	13:24:18	13:24:29	13:24:29	13:24:29	13:24:29	13:24:29	13:24:29			13:24:31	13:24:31		00:00:01		00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:02	00:00:16
1	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:32	13:24:41	13:24:41	13:24:41	13:24:41	13:24:41	13:24:41			13:24:43	13:24:43		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:02	00:00:11
2	13:24:43	13:24:43	13:24:43	13:24:43	13:24:43	13:24:43			13:24:43	13:24:43	13:24:43	13:24:43	13:24:51	13:24:51	13:24:51	13:24:51	13:24:51	13:24:51			13:24:52	13:24:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	13:24:52	13:24:52	13:24:52	13:24:52	13:24:52	13:24:52			13:24:52	13:24:52	13:24:52	13:24:52	13:25:00	13:25:00	13:25:00	13:25:00	13:25:00	13:25:00			13:25:01	13:25:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
4	13:25:01	13:25:01	13:25:01	13:25:01	13:25:01	13:25:01			13:25:01	13:25:01	13:25:01	13:25:01	13:25:09	13:25:09	13:25:09	13:25:09	13:25:09	13:25:09			13:25:10	13:25:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
5	13:25:10	13:25:10	13:25:10	13:25:10	13:25:10	13:25:10			13:25:10	13:25:10	13:25:10	13:25:10	13:25:17	13:25:17	13:25:17	13:25:17	13:25:17	13:25:17			13:25:19	13:25:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:08
6	13:25:19	13:25:19	13:25:19	13:25:19	13:25:19	13:25:19			13:25:20	13:25:20	13:25:20	13:25:20	13:25:28	13:25:28	13:25:28	13:25:28	13:25:28	13:25:28			13:25:28	13:25:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
7	13:25:29	13:25:29	13:25:29	13:25:29	13:25:29	13:25:29			13:25:29	13:25:29	13:25:29	13:25:29	13:25:36	13:25:36	13:25:37	13:25:37	13:25:37	13:25:37			13:25:38	13:25:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
8	13:25:38	13:25:38	13:25:38	13:25:38	13:25:39	13:25:39			13:25:39	13:25:39	13:25:39	13:25:39	13:25:47	13:25:47	13:25:47	13:25:47	13:25:47	13:25:47			13:25:47	13:25:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
9	13:25:48	13:25:48	13:25:48	13:25:48	13:25:48	13:25:48			13:25:48	13:25:48	13:25:48	13:25:48	13:25:56	13:25:56	13:25:56	13:25:56	13:25:56	13:25:56			13:25:57	13:25:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
