Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	320.93638888888887	0.0	0.0	0.0
1	320.8836111111111	0.0	0.0	0.0
2	320.87	0.0	0.0	0.0
3	320.7708333333333	0.0	0.0	0.0
4	320.7522222222222	0.0	0.0	0.0
5	320.74666666666667	0.0	0.0	0.0
6	320.7175	0.0	0.0	0.0
7	320.73027777777776	0.0	0.0	0.0
8	320.68	0.0	0.0	0.0
9	320.70222222222225	0.0	0.0	0.0
10	320.68583333333333	0.0	0.0	0.0
11	320.68305555555554	0.0	0.0	0.0
12	320.67833333333334	0.0	0.0	0.0
13	320.7	0.0	0.0	0.0
14	320.7008333333333	0.0	0.0	0.0
15	320.63972222222225	0.0	0.0	0.0
16	320.6452777777778	0.0	0.0	0.0
17	320.6227777777778	0.0	0.0	0.0
18	320.6405555555556	0.0	0.0	0.0
19	320.6086111111111	0.0	0.0	0.0
20	320.5986111111111	0.0	0.0	0.0
