ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.9115031052321	132.9115031052321	132.9115031052321	132.9115031052321
1	132.9631428196431	132.94104667075283	132.9537937803402	132.96654088992736
2	132.99376600056505	132.95376121671194	132.97549092439797	132.9965188426393
3	133.02697404403318	132.9697307843412	133.00109108032146	133.03097236875988
4	133.04291897647562	132.9745375952489	133.01235277713332	133.04749919381482
5	133.0569853026401	132.98026146158088	133.02248169598855	133.06123076408946
6	133.06423716046487	132.98088639032017	133.02850753957674	133.07136164034077
7	133.0711576999035	132.98071683071936	133.03231787080566	133.0785290715354
8	133.07625771923398	132.9782194214163	133.0339447167322	133.0837411720527
9	133.08272294554197	132.97771693780987	133.03739321973302	133.090174871093
10	133.0827753776144	132.97320012262531	133.03633638449344	133.09185669703874
11	133.0894595125976	132.97300983390394	133.03918386157608	133.0973380869347
12	133.08995475574008	132.96996389369832	133.03870888271888	133.0994959608857
13	133.09188409621285	132.9672541971807	133.0388128674431	133.101569147556
14	133.0914207502792	132.96326016020348	133.03719956869813	133.10259995757986
15	133.09269330105087	132.95887844342283	133.0359835338888	133.10405319522474
16	133.0955729394708	132.9560376513155	133.03566546664777	133.1058996234333
17	133.09498033751734	132.9516451618374	133.034191538587	133.10728190864327
18	133.09904573860916	132.9506369963126	133.03438673794966	133.1090613630373
19	133.09619401165943	132.9473316390999	133.0327771464586	133.1083239147557
20	133.0963317250463	132.94505466252966	133.03157491639206	133.1091276469338
