Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	500.45694444444445	0.0	0.0	0.0
1	488.7686111111111	0.0	0.0	0.0
2	482.10527777777776	0.0	0.0	0.0
3	474.1791666666667	0.0	0.0	0.0
4	470.28277777777777	0.0	0.0	0.0
5	467.04277777777776	0.0	0.0	0.0
6	465.2502777777778	0.0	0.0	0.0
7	463.4686111111111	0.0	0.0	0.0
8	462.0516666666667	0.0	0.0	0.0
9	460.71194444444444	0.0	0.0	0.0
10	460.6977777777778	0.0	0.0	0.0
11	459.1486111111111	0.0	0.0	0.0
12	459.12333333333333	0.0	0.0	0.0
13	458.53194444444443	0.0	0.0	0.0
14	458.70722222222224	0.0	0.0	0.0
15	458.2597222222222	0.0	0.0	0.0
16	457.62916666666666	0.0	0.0	0.0
17	457.69555555555553	0.0	0.0	0.0
18	457.0133333333333	0.0	0.0	0.0
19	457.54527777777776	0.0	0.0	0.0
20	457.4588888888889	0.0	0.0	0.0
