Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	152.72805555555556	0.0	0.0	0.0
1	151.39583333333334	0.0	0.0	0.0
2	150.67333333333335	0.0	0.0	0.0
3	150.1511111111111	0.0	0.0	0.0
4	149.69972222222222	0.0	0.0	0.0
5	149.12527777777777	0.0	0.0	0.0
6	149.05444444444444	0.0	0.0	0.0
7	148.97166666666666	0.0	0.0	0.0
8	148.77	0.0	0.0	0.0
9	148.5325	0.0	0.0	0.0
10	148.54638888888888	0.0	0.0	0.0
11	148.46666666666667	0.0	0.0	0.0
12	148.43916666666667	0.0	0.0	0.0
13	148.39694444444444	0.0	0.0	0.0
14	148.46833333333333	0.0	0.0	0.0
15	148.38555555555556	0.0	0.0	0.0
16	148.44972222222222	0.0	0.0	0.0
17	148.1288888888889	0.0	0.0	0.0
18	148.2602777777778	0.0	0.0	0.0
19	148.3625	0.0	0.0	0.0
20	148.08777777777777	0.0	0.0	0.0
