Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:28:41	03:28:41	03:28:41			03:28:41	03:28:41	03:28:42	03:28:42	03:28:42	03:28:42	03:28:42	03:28:52	03:28:52	03:28:52	03:28:52	03:28:53	03:28:53			03:28:54	03:28:54		00:00:00		00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:01	00:00:13
1	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:55	03:28:56	03:28:56	03:29:03	03:29:03	03:29:03	03:29:03	03:29:03	03:29:03			03:29:05	03:29:05		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
2	03:29:05	03:29:05	03:29:05	03:29:05	03:29:05	03:29:05			03:29:05	03:29:05	03:29:06	03:29:06	03:29:13	03:29:13	03:29:13	03:29:13	03:29:13	03:29:13			03:29:14	03:29:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	03:29:14	03:29:14	03:29:14	03:29:14	03:29:14	03:29:14			03:29:14	03:29:14	03:29:14	03:29:14	03:29:21	03:29:21	03:29:21	03:29:21	03:29:21	03:29:21			03:29:22	03:29:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
4	03:29:22	03:29:22	03:29:22	03:29:22	03:29:22	03:29:22			03:29:22	03:29:22	03:29:22	03:29:22	03:29:29	03:29:29	03:29:29	03:29:29	03:29:29	03:29:29			03:29:29	03:29:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	03:29:30	03:29:30	03:29:30	03:29:30	03:29:30	03:29:30			03:29:30	03:29:30	03:29:30	03:29:30	03:29:36	03:29:36	03:29:36	03:29:36	03:29:36	03:29:36			03:29:37	03:29:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	03:29:37	03:29:37	03:29:37	03:29:37	03:29:37	03:29:37			03:29:37	03:29:37	03:29:37	03:29:37	03:29:44	03:29:44	03:29:44	03:29:44	03:29:44	03:29:44			03:29:45	03:29:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	03:29:45	03:29:45	03:29:45	03:29:45	03:29:45	03:29:45			03:29:45	03:29:45	03:29:45	03:29:45	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52			03:29:52	03:29:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52	03:29:52			03:29:52	03:29:52	03:29:52	03:29:52	03:29:59	03:29:59	03:29:59	03:29:59	03:29:59	03:29:59			03:29:59	03:29:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	03:30:00	03:30:00	03:30:00	03:30:00	03:30:00	03:30:00			03:30:00	03:30:00	03:30:00	03:30:00	03:30:06	03:30:06	03:30:06	03:30:06	03:30:06	03:30:06			03:30:07	03:30:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
