Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	1925.2841666666666	0.0	0.0	0.0
1	1649.3777777777777	0.0	0.0	0.0
2	1479.6230555555555	0.0	0.0	0.0
3	1373.8669444444445	0.0	0.0	0.0
4	1320.6827777777778	0.0	0.0	0.0
5	1293.9552777777778	0.0	0.0	0.0
6	1276.3558333333333	0.0	0.0	0.0
7	1264.0013888888889	0.0	0.0	0.0
8	1256.076388888889	0.0	0.0	0.0
9	1250.1072222222222	0.0	0.0	0.0
10	1242.0697222222223	0.0	0.0	0.0
11	1239.3230555555556	0.0	0.0	0.0
12	1237.483888888889	0.0	0.0	0.0
13	1235.8044444444445	0.0	0.0	0.0
14	1234.4769444444444	0.0	0.0	0.0
15	1232.9230555555555	0.0	0.0	0.0
16	1232.7944444444445	0.0	0.0	0.0
17	1229.0233333333333	0.0	0.0	0.0
18	1229.01	0.0	0.0	0.0
19	1227.8336111111112	0.0	0.0	0.0
20	1226.1047222222223	0.0	0.0	0.0
