ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	130.7647326594971	130.7647326594971	130.7647326594971	130.7647326594971
1	131.48217042355074	131.30601737630985	131.396557876186	131.48709837606222
2	131.9001143598383	131.6100067700397	131.7603545309352	131.90444082698164
3	132.15663580376543	131.79200094092158	131.9851347634499	132.16282564765578
4	132.27511758827174	131.8755603519624	132.08968429918764	132.28236213733396
5	132.33447779943376	131.90853084197036	132.142156072776	132.34403843466774
6	132.37532000850703	131.92784677421935	132.1773900915012	132.38650040681557
7	132.4029348410824	131.9373267422156	132.20310581620257	132.41809606437266
8	132.4165164946863	131.93961039398073	132.21633864380416	132.43419041789844
9	132.43004669457073	131.93654247886445	132.22462005961333	132.4466226043584
10	132.44852590717585	131.94041789806306	132.23839528293377	132.46160164456631
11	132.45393522772417	131.93647074164602	132.24441993856817	132.46972864455148
12	132.45784944494855	131.93611152997246	132.24938807478472	132.47508835558074
13	132.45957292357937	131.93102654724396	132.2522623554596	132.48031928183832
14	132.46415835714018	131.9261885940704	132.25462342180535	132.4846784445432
15	132.4675142267293	131.92322629566485	132.2556294940528	132.48709197471115
16	132.46943076148173	131.92215957086557	132.25849093674523	132.4902062916107
17	132.47690254511204	131.91891667105696	132.26255664019376	132.49853622407812
18	132.4781848944909	131.92086683496441	132.26520549877577	132.49945152621754
19	132.48174138185573	131.92028583397635	132.267509390405	132.50259960016072
20	132.48330887228042	131.91574362828837	132.26833459422642	132.50571330576813
