Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:42:55	06:42:55	06:42:55			06:42:55	06:42:55	06:42:55	06:42:55	06:42:55	06:42:55	06:42:55	06:43:03	06:43:03	06:43:03	06:43:03	06:43:03	06:43:03			06:43:05	06:43:05		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:05	06:43:12	06:43:12	06:43:12	06:43:12	06:43:12	06:43:12			06:43:13	06:43:13		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
2	06:43:14	06:43:14	06:43:14	06:43:14	06:43:14	06:43:14			06:43:14	06:43:14	06:43:14	06:43:14	06:43:20	06:43:20	06:43:20	06:43:20	06:43:20	06:43:20			06:43:21	06:43:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:43:21	06:43:21	06:43:21	06:43:21	06:43:21	06:43:21			06:43:21	06:43:21	06:43:21	06:43:21	06:43:28	06:43:28	06:43:28	06:43:28	06:43:28	06:43:28			06:43:29	06:43:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:43:29	06:43:29	06:43:29	06:43:29	06:43:29	06:43:29			06:43:29	06:43:29	06:43:29	06:43:29	06:43:36	06:43:36	06:43:36	06:43:36	06:43:36	06:43:36			06:43:36	06:43:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:43:36	06:43:36	06:43:36	06:43:36	06:43:36	06:43:36			06:43:36	06:43:36	06:43:36	06:43:36	06:43:43	06:43:43	06:43:43	06:43:43	06:43:43	06:43:43			06:43:44	06:43:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:43:44	06:43:44	06:43:44	06:43:44	06:43:44	06:43:44			06:43:44	06:43:44	06:43:44	06:43:44	06:43:51	06:43:51	06:43:51	06:43:51	06:43:51	06:43:51			06:43:51	06:43:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:43:51	06:43:51	06:43:51	06:43:51	06:43:51	06:43:51			06:43:51	06:43:51	06:43:51	06:43:51	06:43:58	06:43:58	06:43:58	06:43:58	06:43:58	06:43:58			06:43:58	06:43:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:43:59	06:43:59	06:43:59	06:43:59	06:43:59	06:43:59			06:43:59	06:43:59	06:43:59	06:43:59	06:44:05	06:44:05	06:44:05	06:44:05	06:44:05	06:44:05			06:44:06	06:44:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:44:06	06:44:06	06:44:06	06:44:06	06:44:06	06:44:06			06:44:06	06:44:06	06:44:06	06:44:06	06:44:12	06:44:12	06:44:12	06:44:12	06:44:12	06:44:12			06:44:13	06:44:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
