ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	128.05290323264728	128.05290323264728	128.05290323264728	128.05290323264728
1	128.05385852662894	128.05310413382065	128.05354615701893	128.05398818021717
2	128.05444199170478	128.05282681270293	128.05418641456083	128.0555451643465
3	128.05423066428122	128.05128800615	128.05316543110672	128.05500078928276
4	128.0555840282178	128.05100870767623	128.0539224362626	128.05674381005937
5	128.05590680684898	128.05043502727543	128.05370868601145	128.0568192638518
6	128.05691455396996	128.04983696775506	128.05384360294389	128.0577241238997
7	128.05701488349493	128.04926570456087	128.0538204930611	128.05815479402182
8	128.0562210207945	128.04740527263547	128.05291297777805	128.05796643220685
9	128.05791829326532	128.04729332609543	128.0531233043717	128.05850762448614
10	128.0577164545615	128.04639956039753	128.05312830471433	128.05921067079106
11	128.058036881653	128.04604969902545	128.0530710528849	128.05922078524802
12	128.0567047173414	128.04463581279578	128.05235922088778	128.05929970414147
13	128.05803593526687	128.04418515512947	128.05240257589887	128.05964404381024
14	128.0575759886877	128.04287117431187	128.0514406390739	128.05894972829492
15	128.05863842454465	128.0422992095967	128.051739784129	128.06022762442313
16	128.05893742935817	128.04178884136948	128.05139265193026	128.05998398526307
17	128.05853639591652	128.0412057683999	128.0511255988772	128.0599441178273
18	128.05886316104477	128.04030223225195	128.0507427079718	128.05985240201358
19	128.05891291270044	128.04014181593354	128.05090949228295	128.06024596364605
20	128.05877630634077	128.03938861443575	128.05066038822957	128.06072940578466
