Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	03:38:44	03:38:44	03:38:44			03:38:44	03:38:44	03:38:45	03:38:45	03:38:45	03:38:45	03:38:45	03:38:55	03:38:55	03:38:55	03:38:55	03:38:55	03:38:55			03:38:58	03:38:58		00:00:00		00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:02	00:00:13
1	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:38:58	03:39:06	03:39:06	03:39:06	03:39:06	03:39:06	03:39:06			03:39:07	03:39:07		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:08
2	03:39:07	03:39:07	03:39:07	03:39:07	03:39:07	03:39:07			03:39:07	03:39:07	03:39:07	03:39:07	03:39:14	03:39:14	03:39:14	03:39:14	03:39:14	03:39:14			03:39:15	03:39:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	03:39:15	03:39:15	03:39:15	03:39:15	03:39:15	03:39:15			03:39:15	03:39:15	03:39:15	03:39:15	03:39:22	03:39:22	03:39:22	03:39:22	03:39:22	03:39:22			03:39:23	03:39:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	03:39:23	03:39:23	03:39:23	03:39:23	03:39:23	03:39:23			03:39:23	03:39:23	03:39:23	03:39:23	03:39:30	03:39:30	03:39:30	03:39:30	03:39:30	03:39:30			03:39:30	03:39:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	03:39:30	03:39:30	03:39:30	03:39:30	03:39:30	03:39:30			03:39:30	03:39:30	03:39:30	03:39:30	03:39:37	03:39:37	03:39:37	03:39:37	03:39:37	03:39:37			03:39:38	03:39:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	03:39:38	03:39:38	03:39:38	03:39:38	03:39:38	03:39:38			03:39:38	03:39:38	03:39:38	03:39:38	03:39:45	03:39:45	03:39:45	03:39:45	03:39:45	03:39:45			03:39:46	03:39:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	03:39:46	03:39:46	03:39:46	03:39:46	03:39:46	03:39:46			03:39:46	03:39:46	03:39:46	03:39:46	03:39:53	03:39:53	03:39:53	03:39:53	03:39:53	03:39:53			03:39:53	03:39:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	03:39:53	03:39:53	03:39:53	03:39:53	03:39:54	03:39:54			03:39:54	03:39:54	03:39:54	03:39:54	03:40:00	03:40:00	03:40:00	03:40:00	03:40:00	03:40:00			03:40:01	03:40:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	03:40:01	03:40:01	03:40:01	03:40:01	03:40:01	03:40:01			03:40:01	03:40:01	03:40:01	03:40:01	03:40:08	03:40:08	03:40:08	03:40:08	03:40:08	03:40:08			03:40:09	03:40:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
10	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:09	03:40:16	03:40:16	03:40:16	03:40:16	03:40:16	03:40:16	03:40:16	03:40:16	03:40:17	03:40:17		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
11	03:40:17	03:40:17	03:40:17	03:40:17	03:40:17	03:40:17			03:40:17	03:40:17	03:40:17	03:40:17	03:40:24	03:40:24	03:40:24	03:40:24	03:40:24	03:40:24			03:40:25	03:40:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
12	03:40:25	03:40:25	03:40:25	03:40:25	03:40:25	03:40:25			03:40:25	03:40:25	03:40:25	03:40:25	03:40:32	03:40:32	03:40:32	03:40:32	03:40:32	03:40:32			03:40:32	03:40:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
13	03:40:32	03:40:32	03:40:32	03:40:32	03:40:32	03:40:32			03:40:32	03:40:32	03:40:33	03:40:33	03:40:39	03:40:39	03:40:39	03:40:39	03:40:39	03:40:39			03:40:40	03:40:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
14	03:40:40	03:40:40	03:40:40	03:40:40	03:40:40	03:40:40			03:40:40	03:40:40	03:40:40	03:40:40	03:40:47	03:40:47	03:40:47	03:40:47	03:40:47	03:40:47			03:40:48	03:40:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
15	03:40:48	03:40:48	03:40:48	03:40:48	03:40:48	03:40:48			03:40:48	03:40:48	03:40:48	03:40:48	03:40:55	03:40:55	03:40:55	03:40:55	03:40:55	03:40:55			03:40:56	03:40:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
16	03:40:56	03:40:56	03:40:56	03:40:56	03:40:56	03:40:56			03:40:56	03:40:56	03:40:56	03:40:56	03:41:03	03:41:03	03:41:03	03:41:03	03:41:03	03:41:03			03:41:04	03:41:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
