Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	150.65805555555556	0.0	0.0	0.0
1	150.02194444444444	0.0	0.0	0.0
2	149.18083333333334	0.0	0.0	0.0
3	148.70055555555555	0.0	0.0	0.0
4	148.48777777777778	0.0	0.0	0.0
5	148.21722222222223	0.0	0.0	0.0
6	148.15583333333333	0.0	0.0	0.0
7	147.89333333333335	0.0	0.0	0.0
8	147.81694444444443	0.0	0.0	0.0
9	147.865	0.0	0.0	0.0
10	147.5575	0.0	0.0	0.0
11	147.51527777777778	0.0	0.0	0.0
12	147.515	0.0	0.0	0.0
13	147.50416666666666	0.0	0.0	0.0
14	147.28444444444443	0.0	0.0	0.0
15	147.3072222222222	0.0	0.0	0.0
16	147.30055555555555	0.0	0.0	0.0
17	147.19194444444443	0.0	0.0	0.0
18	147.2775	0.0	0.0	0.0
19	147.2475	0.0	0.0	0.0
20	147.2625	0.0	0.0	0.0
