ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.34041882332147	133.34041882332147	133.34041882332147	133.34041882332147
1	133.34737702885212	133.34279723607523	133.34601540208007	133.34923356808505
2	133.35723323269266	133.34728591538263	133.35311559816776	133.35888064990277
3	133.36114531456585	133.34604487360258	133.35510685006335	133.36402940156043
4	133.36409222718743	133.34521236957528	133.35636660336803	133.36729471720167
5	133.36700101881422	133.3441951955375	133.3568991184264	133.36913046206752
6	133.36692963005785	133.34170633433928	133.3570626266577	133.37159934057289
7	133.3701045621975	133.340241731837	133.35742586414372	133.3737041130209
8	133.3713087490617	133.33825081326734	133.35707121808684	133.37462340418645
9	133.36992790740896	133.33483367514035	133.35519456960867	133.37419582946475
10	133.37349559043636	133.33461508666926	133.35644121641496	133.37680112535583
11	133.37385657743818	133.3335530262399	133.35654339767044	133.3776916680128
12	133.37366037003036	133.33117535074675	133.35570802133583	133.37839743530535
13	133.3739179523343	133.3288100393936	133.35510882849314	133.37932480017352
14	133.37651687659164	133.3271749748259	133.35472352797467	133.3803195708186
15	133.37613105160213	133.32520410650125	133.35423001906182	133.38118513086414
16	133.37650834892028	133.32333585400212	133.35338220155364	133.38090278037942
17	133.37699387456965	133.32150224485858	133.35323000235294	133.38213525083063
18	133.37617683794042	133.31923859357903	133.3519023470764	133.38201127371283
19	133.37607042117108	133.31828886921906	133.35113247354786	133.38115578178883
20	133.3768173128661	133.31715980755556	133.3507840173593	133.3820810687964
