ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	119.9451528588466	119.9451528588466	119.9451528588466	119.9451528588466
1	119.94718550018794	119.94565862605495	119.94660528864922	119.94755195124345
2	119.94792945618181	119.94528879751417	119.94710643677413	119.94878419533347
3	119.94822731646225	119.9436760021444	119.94683405872254	119.94968245666698
4	119.94940096847759	119.94357653831186	119.94721373955376	119.95055815555928
5	119.94955688327076	119.94181536183652	119.94647528410324	119.95090248903334
6	119.95119138777704	119.9420849288136	119.94747638211929	119.95250021561729
7	119.94952758854846	119.93953435870785	119.9458733842686	119.95167838019164
8	119.95017830861096	119.93859404451507	119.94568210957212	119.9521757133234
9	119.94999525562274	119.937141426933	119.94501565366654	119.95221419724156
10	119.95207008964375	119.93671765235969	119.94540208062334	119.95333124408135
11	119.95300603789116	119.93642600099572	119.94560920633	119.95383139220743
12	119.95220381857247	119.93582311575533	119.94539269314132	119.9541136324198
13	119.95245180734852	119.93520066752252	119.94513748074145	119.95387412517648
14	119.95271779309563	119.93461594011505	119.94515997218069	119.9546948150204
15	119.95325257654044	119.9340592592722	119.94497079676462	119.95457031640107
16	119.95380263589911	119.93376480373702	119.94499342796163	119.95456906687589
17	119.95428311366672	119.93336056859391	119.94534102459205	119.95566262984978
18	119.95255385793415	119.9317862615496	119.94441640567543	119.95548637596754
19	119.95248808178933	119.93079285482396	119.94380657497867	119.9549946643131
20	119.95445087935519	119.93085646286936	119.94442125585233	119.95557966715582
